Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumAttributesSelected,measureSelectionTime,measureTime,measureTreeSize,measureNumLeaves,measureNumRules
blinking,2,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13131.0,1460.0,889.0,571.0,0.0,60.89041095890411,39.10958904109589,0.0,0.0,0.4707468497610216,0.4849325143718527,98.84264522459348,99.3722714366488,1409.6346030194102,1396.4796895308677,13.154913488542434,0.9655031527530207,0.9564929380348409,0.009010214718179749,12.492550755733685,0.008556541613516223,0.8862261701702613,0.0,0.0,0.0,0.0,1.0,889.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5652497246950962,0.4383585845956448,0.6089041095890411,0.6089041095890411,0.3910958904109589,0.3910958904109589,NaN,0.6089041095890411,NaN,NaN,0.5652497246950962,0.566457970873274,NaN,0.6089041095890411,0.157,0.001,0.15625,0.0,156.25,0.0,3910.0,802256.0,90325.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.471778788138467,0.4857718553572827,99.04851318582656,99.53205307044462,1408.9192174479515,1398.821929623735,10.097287824216437,0.965674583583243,0.9587538928195579,0.006920690763685015,7.279898775740366,0.004989649606401896,0.5167009354111036,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5624092788059513,0.4291849607835125,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5624092788059513,0.5659653017686355,NaN,0.6086360520904729,0.185,0.0,0.1875,0.0,187.5,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.4672979494648222,0.4826351968461592,98.10777481519891,98.88936853046981,1408.9192174479515,1385.4943420735606,23.424875374390922,0.965674583583243,0.9496191515240305,0.01605543205921242,26.406466515411285,0.018099017488287378,1.8742356686171606,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5860855382527886,0.44666957719765754,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5860855382527886,0.5798909213407883,NaN,0.6086360520904729,0.124,0.001,0.125,0.0,125.0,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.46688900852989845,0.48114286110469723,98.02191891704621,98.5835969247664,1408.9192174479515,1379.0970096677765,29.82220778017495,0.965674583583243,0.9452344137544733,0.020440169828769672,28.250216763786963,0.019362725677715534,2.0050984054968066,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.6037367270948707,0.47464711174117175,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.6037367270948707,0.6013628582023276,NaN,0.6086360520904729,0.132,0.001,0.140625,0.0,140.625,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.47040942313406775,0.4850141706636644,98.76101919265736,99.37680753222706,1408.9192174479515,1395.5264380526812,13.392779395270281,0.965674583583243,0.9564951597345314,0.009179423848711638,12.76333945256606,0.008748005107995928,0.9058957599914746,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5690062873731876,0.4347534118013673,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5690062873731876,0.5715082505569895,NaN,0.6086360520904729,0.157,0.0,0.15625,0.0,156.25,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.46296833603887055,0.48266734238242803,97.2258955645849,98.926985495075,1408.2799838522324,1385.4756501740615,22.804333678170906,0.9652364522633532,0.9496063400781778,0.015630112185175397,39.613884594687406,0.027151394513151066,2.8129267651967136,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5854942474295977,0.4478935395545445,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5854942474295977,0.5840579224632995,NaN,0.6093214530500343,0.114,0.001,0.109375,0.0,109.375,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.46733192963856823,0.48134890072153297,98.14227420775605,98.65675909355448,1408.2799838522324,1379.997923986646,28.28205986558646,0.9652364522633532,0.9458519012931089,0.01938455097024432,25.679263705562764,0.017600591984621498,1.8234487459886553,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.6046050164782034,0.4673667532168741,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.6046050164782034,0.5991104728903583,NaN,0.6093214530500343,0.144,0.001,0.15625,0.0,156.25,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.4668202135200021,0.48592471772890494,98.0348110098879,99.59461368401017,1408.2799838522324,1399.649284110051,8.630699742181378,0.9652364522633532,0.9593209623783763,0.005915489884976955,24.134457336130705,0.016541780216676287,1.7137541975220658,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5600319696879995,0.4277039744973955,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5600319696879995,0.5662089403632722,NaN,0.6093214530500343,0.13,0.0,0.125,0.0,125.0,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.4662013783224936,0.4814061488349937,97.90485221659453,98.66849260604366,1408.2799838522324,1380.100659510913,28.179324341319443,0.9652364522633532,0.9459223163200225,0.019314135943330667,29.81415378299855,0.02043464961137666,2.117061530722351,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5968533538570836,0.44967059827414424,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5968533538570836,0.5884911955162646,NaN,0.6093214530500343,0.173,0.001,0.171875,0.0,171.875,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,2,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.46482172135293953,0.4821655055594546,97.61511666883656,98.82412955321213,1408.2799838522324,1383.2966672688433,24.98331658338907,0.9652364522633532,0.9481128631040735,0.01712358915927969,33.02776210303937,0.022637259837586958,2.345255381156145,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5860971325952677,0.4471212850766518,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5860971325952677,0.5833687164351914,NaN,0.6093214530500343,0.141,0.001,0.140625,0.0,140.625,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,3,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13131.0,1460.0,889.0,571.0,0.0,60.89041095890411,39.10958904109589,0.0,0.0,0.46822949549975285,0.4837862193384163,98.31407672907488,99.13737289338026,1409.6346030194034,1391.3967904003025,18.23781261910085,0.965503152753016,0.9530115002741798,0.012491652478836199,22.036593416234705,0.015093557134407333,1.5632840857505097,0.0,0.0,0.0,0.0,1.0,889.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5757467707079522,0.4411987020623889,0.6089041095890411,0.6089041095890411,0.3910958904109589,0.3910958904109589,NaN,0.6089041095890411,NaN,NaN,0.5757467707079522,0.5747104083308283,NaN,0.6089041095890411,0.158,0.001,0.15625,0.0,156.25,0.0,3910.0,802256.0,90325.0,100.0,100.0,?,?,?,?,?,?,?
blinking,3,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.4661667702094279,0.48438554423178176,97.89758432260577,99.27914631994031,1408.2799838522178,1392.4989141999274,15.781069652290398,0.9652364522633432,0.9544200919807591,0.010816360282584234,26.291169214223522,0.018019992607418454,1.866899303809353,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5707368815740138,0.4278853650353554,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5707368815740138,0.5750967582582104,NaN,0.6093214530500343,0.144,0.0,0.140625,0.0,140.625,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,3,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47076542072275773,0.4849486826511007,98.86332620977768,99.39456657183618,1408.2799838522178,1395.5720888897936,12.707894962424234,0.9652364522633432,0.9565264488620929,0.008710003401250332,11.756111119084647,0.008057649841730396,0.8347850749768457,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5666400252600003,0.4403679138239806,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5666400252600003,0.5679572235498775,NaN,0.6093214530500343,0.107,0.0,0.109375,0.0,109.375,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,3,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.46551666983561757,0.4838192071416405,97.76105967042031,99.1630704718724,1408.2799838522178,1390.4374141727233,17.842569679494545,0.9652364522633432,0.9530071378839776,0.012229314379365693,29.630809379843807,0.0203089851815242,2.104042500042606,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5747429597616087,0.43906303277493425,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5747429597616087,0.5764294907398168,NaN,0.6093214530500343,0.135,0.001,0.140625,0.0,140.625,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,3,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.46595916996811587,0.4801002308389997,97.85398713072503,98.40083304157123,1408.2799838522178,1374.6767194577433,33.603264394474536,0.9652364522633432,0.9422047426029769,0.02303170966036637,31.581112672891468,0.021645724930014713,2.2425308202211536,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.6111607759556371,0.469081216803932,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.611160775955637,0.6029327434619141,NaN,0.6093214530500343,0.132,0.001,0.140625,0.0,140.625,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,3,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.4688558324316395,0.4832519783834764,98.46230217139069,99.04681186847422,1408.2799838522178,1388.196563455634,20.083420396583733,0.9652364522633432,0.951471256652251,0.013765195611092346,19.889549748999325,0.013632316483207214,1.4123292226729893,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5776666074635407,0.4499367419211978,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5776666074635407,0.5802400980138996,NaN,0.6093214530500343,0.145,0.0,0.125,0.0,125.0,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
blinking,3,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump',-1178107808933117974,2.02207101253E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.4663073643574198,0.48454848682542834,97.8998045025456,99.28139140634312,1408.919217447901,1393.4595088218766,15.459708626024394,0.9656745835832083,0.9550784844563924,0.010596099126815898,27.20123945775401,0.018643755625602474,1.9306457830155799,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5698622221170382,0.43386437654579907,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5698622221170382,0.5733827672641784,NaN,0.6086360520904729,0.096,0.0,0.109375,0.0,109.375,0.0,3910.0,802317.0,90264.0,100.0,100.0,?,?,?,?,?,?,?
