Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureAttributesUsed,measureNumIterations
blinking,2,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13131.0,1460.0,889.0,571.0,0.0,60.89041095890411,39.10958904109589,0.0,0.0,0.4729628762634679,0.4859548395856275,99.3079439759304,99.58176610988463,1409.6346030194102,1400.8966168973404,8.737986122069742,0.9655031527530207,0.959518230751603,0.005984922001417632,8.927956176307259,0.00611503847692278,0.6333525125719636,0.0,0.0,0.0,0.0,1.0,889.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5540099956857407,0.43365778015632533,0.6089041095890411,0.6089041095890411,0.3910958904109589,0.3910958904109589,NaN,0.6089041095890411,NaN,NaN,0.5540099956857407,0.5582678102987075,NaN,0.6089041095890411,0.024,0.002,0.015625,0.0,15.625,0.0,6812.0,802256.0,90325.0,100.0,100.0,?,?,?
blinking,2,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.4739729106243686,0.4870148345642345,99.50916248893247,99.78673285690691,1408.9192174479515,1404.4510800861046,4.468137361846857,0.965674583583243,0.9626121179479813,0.003062465635261725,3.937720616491201,0.0026989174890275536,0.2794851945893533,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5381660118963096,0.42443380712820444,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5381660118963096,0.5476565274654901,NaN,0.6086360520904729,0.022,0.001,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.47280702055527407,0.48576275566228677,99.26438743590903,99.53018859164602,1408.9192174479515,1399.1376950910899,9.781522356861615,0.965674583583243,0.9589703187738793,0.006704264809363684,9.799178355478126,0.006716366247757455,0.6955103056389483,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.554667408213818,0.4345719495598219,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.554667408213818,0.5531345067948584,NaN,0.6086360520904729,0.021,0.001,0.015625,0.015625,15.625,15.625,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.4731801333090591,0.4862558079256594,99.3427213170462,99.63121236135046,1408.9192174479515,1401.2289285384475,7.690288909504034,0.965674583583243,0.9604036521853649,0.005270931397878022,8.165658531039721,0.0055967501926248945,0.5795689653400145,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5480171502500749,0.4273929613955879,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5480171502500749,0.5464702113565385,NaN,0.6086360520904729,0.035,0.0,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.4744937654490399,0.48818674367326303,99.61851436584266,100.02685076070719,1408.9192174479515,1409.5116253457586,-0.5924078978071066,0.965674583583243,0.9660806205248517,-4.060369416087091E-4,1.942665597024945,0.0013315048643077073,0.13788339125246626,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5195997223142582,0.40170277621349754,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5195997223142582,0.5281967967057639,NaN,0.6086360520904729,0.021,0.001,0.015625,0.0,15.625,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47355461062156246,0.48710440328517995,99.44907142106163,99.83640078180372,1408.2799838522324,1404.9592088217682,3.3207750304641195,0.9652364522633532,0.9629603898709858,0.002276062392367457,6.160174340821388,0.004222189404264145,0.43742539917174317,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5283425098178517,0.42068827206694426,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5283425098178517,0.5375160805684679,NaN,0.6093214530500343,0.022,0.0,0.015625,0.0,15.625,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.4733922001204878,0.48644564250884387,99.41496432304457,99.70138187324517,1408.2799838522324,1401.955263295637,6.324720556595366,0.9652364522633532,0.9609014827249054,0.004334969538447818,6.260839676071314,0.004291185521639009,0.4445735044067949,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5468987429202928,0.41526524801529385,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5468987429202928,0.5464029771932465,NaN,0.6093214530500343,0.029,0.0,0.015625,0.0,15.625,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47492575086864447,0.488422831617495,99.73701841028296,100.10662445151262,1408.2799838522324,1410.5708925121426,-2.290908659910201,0.9652364522633532,0.9668066432571231,-0.001570190993769843,-0.5034429997648577,-3.4506031512327465E-4,-0.03574878614604259,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5116728829948888,0.40644502478267247,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5116728829948888,0.5271580509468675,NaN,0.6093214530500343,0.021,0.001,0.015625,0.0,15.625,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,9,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47300661703738944,0.48607257097167667,99.33398975599417,99.62491752750388,1408.2799838522324,1400.4285073996627,7.851476452569614,0.9652364522633532,0.9598550427687887,0.005381409494564506,8.2360122677642,0.005644970711284579,0.5848277588406303,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5493635663963057,0.4282348220859003,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5493635663963057,0.5484430109820133,NaN,0.6093214530500343,0.021,0.001,0.015625,0.0,15.625,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,2,10,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47270110974016355,0.48518299207516724,99.26983154416386,99.44259038235805,1408.2799838522324,1396.7139520696105,11.566031782621849,0.9652364522633532,0.9573090829812272,0.00792736928212601,10.178582729891582,0.006976410370042208,0.7227669814669182,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5642610463165788,0.4515570789558441,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5642610463165788,0.5645782573741351,NaN,0.6093214530500343,0.026,0.0,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,3,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13131.0,1460.0,889.0,571.0,0.0,60.89041095890411,39.10958904109589,0.0,0.0,0.473672300914302,0.48678067561497945,99.45690176314558,99.75099625972693,1409.6346030194034,1404.3228158845698,5.311787134833594,0.965503152753016,0.9618649423866916,0.0036382103663243795,4.825962392710345,0.0033054536936372226,0.34235555670762124,0.0,0.0,0.0,0.0,1.0,889.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5446092443348259,0.41401496999035475,0.6089041095890411,0.6089041095890411,0.3910958904109589,0.3910958904109589,NaN,0.6089041095890411,NaN,NaN,0.5446092443348259,0.5499992772525136,NaN,0.6089041095890411,0.021,0.001,0.03125,0.0,31.25,0.0,6812.0,802256.0,90325.0,100.0,100.0,?,?,?
blinking,3,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47308595430816486,0.4862151384602633,99.35065101898444,99.6541380084384,1408.2799838522178,1401.169514249467,7.110469602750754,0.9652364522633432,0.9603629295746862,0.004873522688657131,8.22478161668767,0.005637273212260226,0.5840302859513454,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5412369506443273,0.4377104844614425,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5412369506443273,0.5495587246814776,NaN,0.6093214530500343,0.023,0.0,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,3,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47310498936957995,0.4861477109946007,99.35464848651979,99.64031814674101,1408.2799838522178,1400.800542394185,7.479441458032852,0.9652364522633432,0.9601100359110246,0.00512641635231861,7.852614659495418,0.005382189622683631,0.557603228728376,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5467980976062202,0.4276794253445092,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5467980976062202,0.5519079962417845,NaN,0.6093214530500343,0.04,0.0,0.046875,0.0,46.875,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,3,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.474504813184629,0.48765162476193397,99.64861918269143,99.94855871406934,1408.2799838522178,1407.2133005757194,1.066683276498452,0.9652364522633432,0.9645053465220832,7.311057412600768E-4,1.3146353653539964,9.010523408869063E-4,0.09335042608203055,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5258125629033213,0.40924051640109954,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5258125629033213,0.5303789105689684,NaN,0.6093214530500343,0.021,0.0,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,3,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47235454019405165,0.4852542792466632,99.1970500343433,99.45720132526144,1408.2799838522178,1396.9163315908584,11.363652261359448,0.9652364522633432,0.957447794099286,0.007788658164057195,11.348849528669867,0.007778512356867626,0.8058659967335582,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5646261322597833,0.43960869177914974,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5646261322597833,0.5634802714456408,NaN,0.6093214530500343,0.022,0.0,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,3,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.47401463122620874,0.48725579920189555,99.54567827682997,99.86743072798431,1408.2799838522178,1405.5634823722885,2.7165014799293203,0.9652364522633432,0.9633745595423499,0.0018618927209933655,3.890816130178215,0.0026667691091009013,0.27628143371996616,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5270992441734257,0.41613129029810253,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5270992441734257,0.5361615948832421,NaN,0.6093214530500343,0.031,0.001,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,3,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.4746446960706326,0.4879650703699074,99.65020178808103,99.98143108735466,1408.919217447901,1408.591911720973,0.32730572692798887,0.9656745835832083,0.965450247923902,2.243356593063666E-4,1.6644545785221252,0.001140818765265336,0.11813697747249823,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5205246840535808,0.4097479171738657,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5205246840535808,0.5343865548522044,NaN,0.6086360520904729,0.021,0.0,0.015625,0.0,15.625,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
blinking,3,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1 -num-decimal-places 4',3932117032546553727,2.02207101101E7,13132.0,1459.0,888.0,571.0,0.0,60.86360520904729,39.13639479095271,0.0,0.0,0.47287061221445953,0.4857135596300591,99.27773831019923,99.52010858796359,1408.919217447901,1398.8801163068092,10.039101141091805,0.9656745835832083,0.9587937740279707,0.006880809555237701,9.4593313002307,0.006483434749986771,0.6713891884706645,0.0,0.0,0.0,0.0,1.0,888.0,1.0,571.0,NaN,0.0,NaN,NaN,0.5587735283444566,0.43497698996178474,0.6086360520904729,0.6086360520904729,0.39136394790952705,0.39136394790952705,NaN,0.6086360520904729,NaN,NaN,0.5587735283444566,0.5586992897540277,NaN,0.6086360520904729,0.036,0.002,0.03125,0.0,31.25,0.0,6812.0,802317.0,90264.0,100.0,100.0,?,?,?
