Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore
blinking,1,4,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,670.0,789.0,0.0,45.92186429061001,54.07813570938999,0.0,0.02330524113390332,0.5375728132632563,0.7250196625866765,112.86176746721365,148.55264819864388,1408.9192174479515,50411.31908961034,-49002.39987216239,0.965674583583243,34.551966476771995,-33.58629189318875,-216.07249362323577,-0.14809629446417805,-15.336045597746839,0.7635726795096323,436.0,0.7364864864864865,654.0,0.2635135135135135,234.0,0.23642732049036777,135.0,0.4,0.7635726795096323,0.5249849488260084,0.030412076481429108,0.5457648979978227,0.42892594584001237,0.4592186429061001,0.43213244988295435,0.5678675501170457,0.5407813570939,0.5425099048797205,0.4592186429061001,0.4320645356885723,0.030412076481429108,0.5457138830402373,0.5605913534075538,0.44864999231276553,0.4592186429061001,0.002,0.0,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,50.03427004797807,53.495544893762855,?,?,?,?,?,?,?,?,?,?
blinking,1,5,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,650.0,809.0,0.0,44.55106237148732,55.44893762851268,0.0,-0.0019915363947758517,0.552579487968494,0.7351679087278626,116.01237290940003,150.63196951451872,1408.9192174479515,59448.96106789049,-58040.04185044253,0.965674583583243,40.74637496085708,-39.78070037727384,-260.84684250119113,-0.178784676148863,-18.513967250278306,0.7443082311733801,425.0,0.7466216216216216,663.0,0.2533783783783784,225.0,0.25569176882662,146.0,0.390625,0.7443082311733801,0.5123568414707654,-0.0025928182364053755,0.5280446821602689,0.4170184107839339,0.4455106237148732,0.44782401416311474,0.5521759858368852,0.5544893762851268,0.5219954416679445,0.4455106237148732,0.4180606677340977,-0.0025928182364053755,0.5291189971494238,0.5426989599467058,0.4348916852310142,0.4455106237148732,0.002,0.0,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,48.66346812885538,53.80397532556545,?,?,?,?,?,?,?,?,?,?
blinking,1,6,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,676.0,783.0,0.0,46.333104866346815,53.666895133653185,0.0,0.02419863896536084,0.536091745132822,0.724678136529345,112.58221344308888,148.52926064393793,1408.2799838522324,55018.16310485284,-53609.88312100061,0.9652364522633532,37.70950178536864,-36.74426533310528,-211.48013929002352,-0.14494869039754868,-15.016910111264753,0.7456140350877193,425.0,0.7176602924634421,638.0,0.2823397075365579,251.0,0.2543859649122807,145.0,0.39981185324553153,0.7456140350877193,0.5205143906919779,0.030670019020041035,0.5491899038935922,0.4305689886014135,0.46333104866346814,0.43537730603919095,0.5646226939608091,0.5366689513365319,0.5424092389186266,0.46333104866346814,0.4413922256128413,0.03067001902004103,0.551270757157664,0.5609247466800408,0.4555879346455998,0.46333104866346814,0.001,0.001,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,50.308430431802606,53.461274845784786,?,?,?,?,?,?,?,?,?,?
blinking,1,7,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,661.0,798.0,0.0,45.3050034270048,54.6949965729952,0.0,0.012768158461512373,0.5458546461940574,0.7327375263526719,114.63247633386972,150.1811046162606,1408.2799838522324,51703.71772540212,-50295.43774154989,0.9652364522633532,35.43777774187945,-34.472541289616096,-240.92602679267696,-0.1651309299470027,-17.10782156639363,0.756140350877193,431.0,0.7412823397075365,659.0,0.25871766029246346,230.0,0.24385964912280703,139.0,0.39541284403669724,0.756140350877193,0.519277108433735,0.016677177717558084,0.5386941763858465,0.4243336066624864,0.453050034270048,0.4381920231003915,0.5618079768996085,0.546949965729952,0.5342731749782929,0.453050034270048,0.42567477308950963,0.01667717771755808,0.5426123852046721,0.5518685335375123,0.44246844292910914,0.453050034270048,0.001,0.0,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,48.115147361206304,52.67306374228924,?,?,?,?,?,?,?,?,?,?
blinking,1,8,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,669.0,790.0,0.0,45.85332419465387,54.14667580534613,0.0,0.022136214242446293,0.5393976386743489,0.7256962780353439,113.27646925973103,148.73793784488285,1408.2799838522324,49098.947357035155,-47690.66737318292,0.9652364522633532,33.65246563196378,-32.687229179700424,-221.62601987668154,-0.15190268668723889,-15.737354959092869,0.7614035087719299,434.0,0.735658042744657,654.0,0.2643419572553431,235.0,0.23859649122807017,136.0,0.39889705882352944,0.7614035087719299,0.5235223160434257,0.028846137105189257,0.5391076115485565,0.42412964425329736,0.4585332419465387,0.4327877759192658,0.5672122240807342,0.5414667580534612,0.5417988561182876,0.4585332419465387,0.43181551148448505,0.02884613710518926,0.5410014826210287,0.5531976755366571,0.44826909452964936,0.4585332419465387,0.001,0.001,0.0,0.015625,0.0,15.625,1708.0,802317.0,90264.0,49.41740918437286,53.35846470185058,?,?,?,?,?,?,?,?,?,?
blinking,1,9,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,635.0,824.0,0.0,43.5229609321453,56.4770390678547,0.0,-0.019397290009666418,0.5629112067465246,0.7431062788049196,118.21444781199249,152.3062730985169,1408.2799838522324,60150.82048111662,-58742.54049726439,0.9652364522633532,41.227430076159436,-40.26219362389609,-292.6982450295224,-0.20061565800515588,-20.784094667657694,0.7333333333333333,418.0,0.7559055118110236,672.0,0.2440944881889764,217.0,0.26666666666666666,152.0,0.3834862385321101,0.7333333333333333,0.5036144578313253,-0.025335842573174307,0.5234691058354548,0.41455415883231045,0.43522960932145305,0.4578017877991433,0.5421982122008566,0.564770390678547,0.508147096612668,0.43522960932145305,0.40696242233804003,-0.02533584257317431,0.5239675246034166,0.5402194762179765,0.42430325435286453,0.43522960932145305,0.001,0.001,0.015625,0.0,15.625,0.0,1708.0,802317.0,90264.0,46.60726525017135,52.67306374228924,?,?,?,?,?,?,?,?,?,?
blinking,1,10,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,663.0,796.0,0.0,45.44208361891707,54.55791638108293,0.0,0.003926438879463987,0.5440059433946571,0.7301179589085814,114.24423858343886,149.64420085710884,1408.2799838522324,56318.21344334374,-54909.933459491505,0.9652364522633532,38.60055753484835,-37.635321082584994,-235.76152258343092,-0.16159117380632687,-16.741097316353596,0.7210526315789474,411.0,0.7165354330708661,637.0,0.28346456692913385,252.0,0.2789473684210526,159.0,0.39217557251908397,0.7210526315789474,0.5080346106304079,0.0048995470451322935,0.5407495115742111,0.4313962911595442,0.4544208361891707,0.4499036376810894,0.5500963623189106,0.5455791638108294,0.5268131379757922,0.4544208361891707,0.43470746374077723,0.004899547045132293,0.538959653103497,0.5520740510605294,0.4478634591613577,0.4544208361891707,0.001,0.0,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,48.800548320767646,53.18711446196025,?,?,?,?,?,?,?,?,?,?
blinking,2,1,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13131.0,1460.0,678.0,782.0,0.0,46.43835616438356,53.56164383561644,0.0,0.028219196271259645,0.5331226411233989,0.7217429992126178,111.93968075306198,147.8994274454042,1409.6346030194102,45832.0925684883,-44422.457965468886,0.9655031527530207,31.391844224991985,-30.426341072238962,-203.19385838100447,-0.13917387560342773,-14.414647451599667,0.7548161120840631,431.0,0.7221597300337458,642.0,0.2778402699662542,247.0,0.24518388791593695,140.0,0.4016775396085741,0.7548161120840631,0.524330900243309,0.036106189682551054,0.5513859804302046,0.43565671309865783,0.4643835616438356,0.4317271795935183,0.5682728204064816,0.5356164383561643,0.545723156118516,0.4643835616438356,0.4407992638562685,0.036106189682551054,0.5512276424986737,0.5640400621632933,0.45573911783325327,0.4643835616438356,0.001,0.001,0.0,0.0,0.0,0.0,1708.0,802256.0,90325.0,50.75342465753425,53.86986301369863,?,?,?,?,?,?,?,?,?,?
blinking,2,2,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,660.0,799.0,0.0,45.23646333104866,54.76353666895134,0.0,0.007723769274311284,0.5475748038392484,0.7339830698643857,114.96165478804822,150.38920237323842,1408.9192174479515,56495.50051009448,-55086.58129264653,0.965674583583243,38.72207026051712,-37.75639567693388,-244.60255180991967,-0.16765082372167214,-17.361006137241915,0.7443082311733801,425.0,0.7353603603603603,653.0,0.26463963963963966,235.0,0.25569176882662,146.0,0.3942486085343228,0.7443082311733801,0.5154639175257733,0.009941968298509225,0.5354680424732964,0.4216937173255302,0.45236463331048665,0.44341676249746703,0.556583237502533,0.5476353666895134,0.5297001308472715,0.45236463331048665,0.427154753801306,0.009941968298509225,0.5346458013922114,0.5475321385842646,0.4429171439480718,0.45236463331048665,0.001,0.001,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,47.84098697738177,52.60452364633311,?,?,?,?,?,?,?,?,?,?
blinking,2,3,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,667.0,792.0,0.0,45.716244002741604,54.283755997258396,0.0,0.015088260613860831,0.5407219869317462,0.7279066413727375,113.52292684417219,149.14417469936328,1408.9192174479515,50801.62109897849,-49392.701881530535,0.965674583583243,34.81947984851164,-33.8538052649284,-225.46586098960546,-0.15453451747060004,-16.002752904315088,0.7460595446584939,426.0,0.7286036036036037,647.0,0.2713963963963964,241.0,0.2539404553415061,145.0,0.39701770736253494,0.7460595446584939,0.5182481751824818,0.01931409176169702,0.5490772076805351,0.4327316767179731,0.457162440027416,0.4397064989725258,0.5602935010274742,0.542837559972584,0.5353817555656811,0.457162440027416,0.43309255066490193,0.01931409176169702,0.5518686261244229,0.5573678192471045,0.4482920624735015,0.457162440027416,0.001,0.0,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,49.485949280328995,53.11857436600411,?,?,?,?,?,?,?,?,?,?
blinking,2,4,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,687.0,772.0,0.0,47.08704592186429,52.91295407813571,0.0,0.044606322989543146,0.5313102770142811,0.720623212418097,111.5469671416609,147.65183909108703,1408.9192174479515,46262.09758767746,-44853.17837022951,0.965674583583243,31.70808607791464,-30.742411494331396,-195.62824420206613,-0.13408378629339693,-13.884986575484271,0.7793345008756567,445.0,0.7274774774774775,646.0,0.2725225225225225,242.0,0.22066549912434325,126.0,0.4078826764436297,0.7793345008756567,0.5354993983152828,0.05827681884892957,0.5544632855272085,0.43330558093272237,0.4708704592186429,0.41901343582046363,0.5809865641795363,0.5291295407813571,0.5598749348789877,0.4708704592186429,0.4441132551340468,0.05827681884892957,0.5558875031078031,0.5661295199756401,0.4604248583933102,0.4708704592186429,0.0,0.001,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,50.23989033584647,53.42700479780672,?,?,?,?,?,?,?,?,?,?
blinking,2,5,weka.classifiers.bayes.NaiveBayesMultinomialUpdateable,'',-7204398796974263186,2.02207101055E7,13132.0,1459.0,646.0,813.0,0.0,44.27690198766278,55.72309801233722,0.0,-0.020122655488751487,0.5527205059427587,0.7367365201244532,116.04197920165939,150.95336959369277,1408.9192174479515,59265.01261777616,-57856.09340032821,0.965674583583243,40.6202965166389,-39.65462193305566,-262.75616207934974,-0.18009332561984218,-18.649483861487358,0.6987740805604203,399.0,0.7218468468468469,641.0,0.27815315315315314,247.0,0.30122591943957966,172.0,0.3836538461538462,0.6987740805604203,0.4953445065176909,-0.024888603145129536,0.5265221438601474,0.4194381995320566,0.4427690198766278,0.4658417861630543,0.5341582138369457,0.5572309801233721,0.5089385102727724,0.4427690198766278,0.42390298832753937,-0.024888603145129536,0.5265377484354088,0.5428632944331981,0.43665465570720047,0.4427690198766278,0.001,0.001,0.0,0.0,0.0,0.0,1708.0,802317.0,90264.0,47.77244688142564,52.810143934201506,?,?,?,?,?,?,?,?,?,?
