Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
blinking,1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13131.0,1460.0,1064.0,396.0,0.0,72.87671232876713,27.123287671232877,0.0,0.42547901591320575,0.2729789227626126,0.5202676231495469,57.317343345184845,106.61313468387581,1409.6346030194102,5378.030042311427,-3968.395439292017,0.9655031527530207,3.6835822207612514,-2.7180790680082305,584.7463007580632,0.400511164902783,41.48211880621743,0.6287215411558669,359.0,0.20697412823397077,184.0,0.7930258717660292,705.0,0.3712784588441331,212.0,0.6611418047882136,0.6287215411558669,0.644524236983842,0.4258305144692733,0.7168979096527119,0.5668702719994787,0.7287671232876712,0.3070197103657751,0.692980289634225,0.27123287671232876,0.7267022280663138,0.7287671232876712,0.7274610320271468,0.42583051446927334,0.7168979096527119,0.674292901233827,0.7126275669969044,0.7287671232876712,0.001,0.457,0.0,0.46875,0.0,468.75,803825.0,802256.0,90325.0,73.15068493150685,50.445205479452056,?
blinking,1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1040.0,419.0,0.0,71.28169979437972,28.718300205620288,0.0,0.3920452454758006,0.2865291732391719,0.533290216858052,60.155923299744636,109.26831100007816,1408.9192174479515,5649.691272089635,-4240.772054641684,0.965674583583243,3.872303819115583,-2.90662923553234,543.4033515081065,0.3724491785525062,38.56880825945445,0.6094570928196147,348.0,0.22072072072072071,196.0,0.7792792792792793,692.0,0.3905429071803853,223.0,0.6397058823529411,0.6094570928196147,0.6242152466367713,0.3923464409581657,0.7029226029882772,0.554667136141334,0.7128169979437972,0.32408062584490316,0.6759193741550968,0.2871830020562029,0.7106596207624277,0.7128169979437972,0.7114901830323777,0.3923464409581656,0.7029226029882772,0.6626346914870975,0.69591239314645,0.7128169979437972,0.001,0.446,0.0,0.453125,0.0,453.125,803886.0,802317.0,90264.0,71.76148046607265,50.411240575736805,?
blinking,1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1062.0,397.0,0.0,72.78958190541466,27.210418094585332,0.0,0.42793411627132943,0.2735088772249168,0.5209394133851422,57.422351986502804,106.73769747611401,1408.9192174479515,5390.754552357344,-3981.835334909393,0.965674583583243,3.694828342945404,-2.7291537593621613,582.9447328973833,0.39955087929909755,41.3753127701176,0.647985989492119,370.0,0.22072072072072071,196.0,0.7792792792792793,692.0,0.3520140105078809,201.0,0.6537102473498233,0.647985989492119,0.6508355321020229,0.4279452237353803,0.7171096227576087,0.5647990499483361,0.7278958190541467,0.3006305502827483,0.6993694497172517,0.2721041809458533,0.7274804463122411,0.7278958190541467,0.7276794791132368,0.42794522373538035,0.7171096227576088,0.673088277850137,0.7139635268595461,0.7278958190541467,0.001,0.46,0.0,0.46875,0.0,468.75,803886.0,802317.0,90264.0,73.0637422892392,50.411240575736805,?
blinking,1,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1072.0,387.0,0.0,73.47498286497601,26.52501713502399,0.0,0.44546889317306626,0.2659704842918819,0.5129857870241649,55.83968945355209,105.10804200650877,1408.9192174479515,5216.902022769431,-3807.9828053214796,0.965674583583243,3.5756696523436813,-2.6099950687604383,605.6454406571829,0.4151099661803858,42.98652705967202,0.6725043782837128,384.0,0.22522522522522523,200.0,0.7747747747747747,688.0,0.3274956217162872,187.0,0.6575342465753424,0.6725043782837128,0.6649350649350649,0.4455461998540494,0.7290463624745587,0.5771416848597652,0.7347498286497601,0.28747067559127254,0.7125293244087274,0.26525017135023987,0.7358970315834371,0.7347498286497601,0.7352646283821997,0.44554619985404936,0.7290463624745587,0.6838776516050405,0.7227114349065569,0.7347498286497601,0.001,0.75,0.0,0.75,0.0,750.0,803886.0,802317.0,90264.0,73.95476353666895,50.548320767649074,?
blinking,1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1054.0,405.0,0.0,72.24126113776559,27.758738862234406,0.0,0.41822777033340186,0.2793340025946213,0.5256866016402102,58.64531923618961,107.71037094026788,1408.9192174479515,5477.839676147896,-4068.920458699945,0.965674583583243,3.7545165703549666,-2.7888419867717236,565.3841007804488,0.38751480519564685,40.12892249454574,0.649737302977233,371.0,0.23085585585585586,205.0,0.7691441441441441,683.0,0.3502626970227671,200.0,0.6440972222222222,0.649737302977233,0.6469049694856147,0.41823855820105743,0.7121958867799498,0.5630215644766995,0.7224126113776559,0.30353116425627885,0.6964688357437211,0.27758738862234406,0.7228560733774035,0.7224126113776559,0.7226257893615409,0.41823855820105743,0.7121958867799498,0.6696475482719729,0.7091103051832365,0.7224126113776559,0.001,1.063,0.0,1.046875,0.0,1046.875,803886.0,802317.0,90264.0,72.6525017135024,50.58259081562714,?
blinking,1,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1047.0,412.0,0.0,71.76148046607265,28.23851953392735,0.0,0.4124238780876418,0.28276025072430977,0.5308751856755741,59.38120702153031,108.8076138190673,1408.2799838522324,5616.33049784537,-4208.050513993137,0.9652364522633532,3.849438312436854,-2.8842018601735004,554.295893834267,0.3799149375149191,39.35977931874291,0.6649122807017543,379.0,0.24859392575928008,221.0,0.7514060742407199,668.0,0.3350877192982456,191.0,0.6316666666666667,0.6649122807017543,0.6478632478632479,0.41280187382497385,0.7129871923904249,0.5544920705253589,0.7176148046607266,0.3012964497182522,0.6987035502817478,0.2823851953392735,0.7206164858479464,0.7176148046607266,0.7188119137590814,0.41280187382497385,0.7129871923904249,0.6687093781694432,0.7060826536799076,0.7176148046607266,0.001,0.84,0.0,0.84375,0.0,843.75,803886.0,802317.0,90264.0,71.89856065798492,50.17135023989034,?
blinking,1,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1039.0,420.0,0.0,71.21315969842358,28.786840301576422,0.0,0.4017608019478554,0.28698623186245914,0.5338967302978688,60.26868629130292,109.42690639342513,1408.2799838522324,5663.957436390325,-4255.677452538092,0.9652364522633532,3.8820818618165354,-2.916845409553182,541.3207723322639,0.3710217767870212,38.438434014486674,0.6614035087719298,377.0,0.25534308211473566,227.0,0.7446569178852643,662.0,0.3385964912280702,193.0,0.6241721854304636,0.6614035087719298,0.6422487223168654,0.40223276859091756,0.7099579657805932,0.5578245099113934,0.7121315969842358,0.3060711703270416,0.6939288296729583,0.2878684030157642,0.7156293981454384,0.7121315969842358,0.7134939924766042,0.40223276859091756,0.7099579657805933,0.6674964284762351,0.7007115171217355,0.7121315969842358,0.002,0.9,0.0,0.90625,0.0,906.25,803886.0,802317.0,90264.0,71.69294037011652,50.376970527758736,?
blinking,1,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1064.0,395.0,0.0,72.92666209732694,27.073337902673064,0.0,0.42973355142397146,0.27042478166772416,0.5181363562043481,56.79069070998916,106.19667687002111,1408.2799838522324,5334.030642198718,-3925.7506583464856,0.9652364522633532,3.65594972049261,-2.6907132682292567,591.4853491512488,0.40540462587474213,42.000550738020856,0.6456140350877193,368.0,0.2170978627671541,193.0,0.7829021372328459,696.0,0.3543859649122807,202.0,0.6559714795008913,0.6456140350877193,0.6507515473032714,0.42976983171242533,0.7213821956465968,0.5741390569439024,0.7292666209732693,0.30075044865270417,0.6992495513472958,0.2707333790267306,0.7285320371500495,0.7292666209732693,0.7288711897124802,0.42976983171242533,0.7213821956465967,0.6785938728107827,0.7148553483578473,0.7292666209732693,0.002,0.903,0.0,0.90625,0.0,906.25,803886.0,802317.0,90264.0,73.33790267306374,50.376970527758736,?
blinking,1,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1065.0,394.0,0.0,72.99520219328308,27.00479780671693,0.0,0.4345684355481237,0.2683690745349248,0.5161486160732588,56.358980911615085,105.78927176540881,1408.2799838522324,5292.988299972174,-3884.7083161199416,0.9652364522633532,3.6278192597478918,-2.6625828074845383,597.5544900394955,0.4095644208632594,42.43151197852965,0.6631578947368421,378.0,0.22722159730033745,202.0,0.7727784026996626,687.0,0.3368421052631579,192.0,0.6517241379310345,0.6631578947368421,0.657391304347826,0.4346131927498582,0.724816963669015,0.5775171337663699,0.7299520219328307,0.29401572449632607,0.705984275503674,0.2700479780671693,0.7308419864834768,0.7299520219328307,0.7303624332313885,0.43461319274985827,0.724816963669015,0.6811283780842243,0.7172703128073972,0.7299520219328307,0.001,0.862,0.0,0.859375,0.0,859.375,803886.0,802317.0,90264.0,73.54352296093215,50.376970527758736,?
blinking,1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02207101106E7,13132.0,1459.0,1072.0,387.0,0.0,73.47498286497601,26.52501713502399,0.0,0.43986877465807306,0.26562770554417336,0.5138197655200735,55.783278353899746,105.31195303123056,1408.2799838522324,5248.945573316705,-3840.6655894644728,0.9652364522633532,3.5976323326365356,-2.632395880373182,606.0452866874717,0.4153840210332226,43.034431621309096,0.6456140350877193,368.0,0.2080989876265467,185.0,0.7919010123734533,704.0,0.3543859649122807,202.0,0.6654611211573237,0.6456140350877193,0.6553873552983082,0.44000198743144847,0.7255639097744361,0.5797252388530894,0.7347498286497601,0.2972347811885874,0.7027652188114125,0.26525017135023987,0.7334497094142509,0.7347498286497601,0.7339982063394678,0.44000198743144847,0.7255639097744361,0.6826744799350035,0.7198942347522181,0.7347498286497601,0.001,0.805,0.0,0.8125,0.0,812.5,803886.0,802317.0,90264.0,73.74914324880055,50.308430431802606,?
