@RELATION blinking

@ATTRIBUTE frames_since_experiment_started NUMERIC
@ATTRIBUTE frames_since_the_last_blink NUMERIC
@ATTRIBUTE is_blink NUMERIC
@ATTRIBUTE attention_level {True, False}
@DATA
27677,38529,0,True
27707,38559,0,True
27738,38590,0,True
27768,38620,0,True
27798,38650,0,True
27829,38681,0,True
27859,38711,0,True
27889,38741,0,True
27920,38772,0,True
27950,38802,0,True
27980,38832,0,True
28010,38862,0,True
28041,38893,0,True
28071,38923,0,True
28101,38953,0,True
28132,38984,0,True
28162,39014,0,True
28192,39044,0,True
28223,39075,0,True
28253,39105,0,True
28283,39135,0,True
28314,39166,0,False
28344,39196,0,True
28374,39226,0,True
28404,39256,0,True
28435,39287,0,True
28465,39317,0,True
28495,39347,0,True
28526,39378,0,True
28556,39408,0,True
28586,39438,0,True
28617,39469,0,True
28647,39499,0,True
28677,39529,0,True
104,104,0,False
134,134,0,False
165,165,0,False
195,195,0,True
225,225,0,True
256,256,0,True
286,286,0,True
316,316,0,False
347,347,0,False
377,377,0,False
407,407,0,False
437,437,0,True
468,468,0,True
498,498,0,True
528,0,0,True
559,559,0,False
589,589,0,False
619,619,0,True
650,650,0,False
680,680,0,True
710,715,1,True
740,1455,0,True
771,1486,0,True
801,93,1,True
831,924,0,False
862,955,0,False
892,985,0,False
922,1015,0,False
953,1046,0,False
983,889,1,False
1013,1902,0,False
1043,1932,0,False
1074,889,0,False
1104,1993,0,False
1134,2023,0,False
1165,2054,0,False
1195,2084,0,True
1225,2114,0,False
1256,2145,0,False
1286,2175,0,True
1316,2205,0,False
1347,2236,0,False
1377,2266,0,False
1407,2296,0,False
1437,2326,0,True
1468,2357,0,True
1498,2387,0,True
1528,2417,0,True
1559,2448,0,False
1589,1209,1,True
1619,2828,0,False
1650,440,1,False
1680,2120,0,True
1710,2150,0,False
1740,2180,0,True
1771,2211,0,True
1801,2241,0,True
1831,2271,0,True
1862,2302,0,True
1892,461,1,True
1922,2383,0,True
1953,2414,0,True
1983,2444,0,True
2013,2474,0,True
2043,2504,0,False
2074,2535,0,True
2104,2565,0,False
2134,2595,0,False
2165,2626,0,True
2195,724,1,False
2225,2949,0,True
2256,733,1,True
2286,3019,0,True
2316,1569,1,True
2347,1586,1,False
2377,793,1,False
2407,1621,1,False
2437,4058,0,False
2468,1630,1,False
2498,4128,0,False
2528,4158,0,True
2559,4189,0,False
2589,4219,0,True
2619,4249,0,True
2650,990,1,False
2680,3670,0,True
2710,3700,0,False
2740,3730,0,False
2771,3761,0,False
2801,3791,0,False
2831,3821,0,False
2862,1813,1,False
2892,4705,0,True
2922,4735,0,True
2953,4766,0,True
2983,4796,0,False
3013,4826,0,False
3043,4856,0,False
3074,1252,1,False
3104,1844,1,False
3134,1282,1,True
3165,4447,0,True
3195,4477,0,False
3225,4507,0,False
3256,4538,0,False
3286,2004,1,False
3316,1304,1,True
3347,4651,0,True
3377,4681,0,True
3407,4711,0,True
3437,4741,0,True
3468,1388,1,False
3498,2114,1,False
3528,5642,0,False
3559,5673,0,False
3589,5703,0,False
3619,5733,0,False
3650,5764,0,False
3680,5794,0,False
3710,5824,0,False
3740,5854,0,False
3771,5885,0,False
3801,2198,1,False
3831,6029,0,False
3862,6060,0,False
3892,6090,0,False
3922,6120,0,True
3953,6151,0,True
3983,6181,0,True
4013,6211,0,True
4043,6241,0,True
4074,1880,1,True
4104,2217,1,True
4134,6351,0,True
4165,6382,0,True
4195,6412,0,True
4225,6442,0,True
4256,6473,0,False
4286,6503,0,False
4316,6533,0,False
4347,6564,0,False
4377,6594,0,False
4407,6624,0,False
4437,2356,1,False
4468,6824,0,False
4498,2141,1,False
4528,6669,0,False
4559,6700,0,False
4589,2451,1,False
4619,7070,0,False
4650,7101,0,False
4680,7131,0,False
4710,7161,0,False
4740,7191,0,False
4771,7222,0,False
4801,7252,0,False
4831,7282,0,False
4862,7313,0,False
4892,7343,0,False
4922,7373,0,False
4953,7404,0,False
4983,7434,0,True
5013,2431,1,True
5043,7474,0,True
5074,2647,1,True
5104,7751,0,True
5134,7781,0,False
5165,2524,1,False
5195,2676,1,False
5225,7901,0,False
5256,7932,0,False
5286,7962,0,True
5316,7992,0,True
5347,8023,0,True
5377,2661,0,True
5407,8068,0,True
5437,8098,0,True
5468,2811,1,True
5498,8309,0,False
5528,8339,0,False
5559,8370,0,False
5589,8400,0,False
5619,2915,1,False
5650,2730,1,False
5680,2954,1,False
5710,8664,0,False
5740,8694,0,False
5771,8725,0,True
5801,8755,0,False
5831,2954,0,False
5862,8816,0,False
5892,8846,0,False
5922,8876,0,False
5953,2993,1,False
5983,8976,0,False
6013,9006,0,False
6043,9036,0,False
6074,3087,1,False
6104,9191,0,False
6134,9221,0,False
6165,9252,0,False
6195,3109,1,True
6225,9334,0,True
6256,9365,0,False
6286,9395,0,False
6316,9425,0,False
6347,9456,0,False
6377,9486,0,True
6407,9516,0,True
6437,9546,0,True
6468,9577,0,True
6498,9607,0,True
6528,9637,0,True
6559,3451,1,True
6589,10040,0,True
6619,10070,0,False
6650,10101,0,False
6680,10131,0,False
6710,10161,0,False
6740,10191,0,False
6771,10222,0,False
6801,10252,0,False
6831,10282,0,False
6862,10313,0,True
6892,3699,1,True
6922,10621,0,True
6953,10652,0,False
6983,10682,0,False
7013,10712,0,False
7043,3347,1,False
7074,10421,0,False
7104,10451,0,False
7134,10481,0,False
7165,10512,0,False
7195,10542,0,False
7225,10572,0,False
7256,3911,1,True
7286,11197,0,True
7316,11227,0,True
7346,11257,0,False
7377,11288,0,False
7407,11318,0,False
7437,11348,0,False
7468,4083,1,False
7498,11581,0,False
7528,11611,0,False
7559,11642,0,False
7589,11672,0,False
7619,11702,0,False
7650,11733,0,False
7680,11763,0,False
7710,11793,0,False
7740,11823,0,False
7771,11854,0,False
7801,11884,0,False
7831,11914,0,True
7862,11945,0,True
7892,11975,0,True
7922,12005,0,True
7953,12036,0,True
7983,12066,0,True
8013,12096,0,True
8043,12126,0,True
8074,12157,0,True
8104,12187,0,True
8134,12217,0,True
8165,12248,0,True
8195,12278,0,True
8225,12308,0,True
8256,12339,0,True
8286,12369,0,True
8316,12399,0,True
8346,12429,0,True
8377,12460,0,False
8407,12490,0,True
8437,12520,0,True
8468,4081,1,True
8498,12579,0,True
8528,12609,0,True
8559,12640,0,True
8589,12670,0,True
8619,12700,0,True
8650,4576,1,False
8680,13256,0,False
8710,13286,0,True
8740,13316,0,True
8771,13347,0,True
8801,4576,0,True
8831,13407,0,False
8862,13438,0,True
8892,13468,0,True
8922,13498,0,True
8953,13529,0,True
9013,4715,0,True
9043,13758,0,True
9104,13819,0,True
9134,13849,0,False
9165,13880,0,False
9195,13910,0,False
9225,13940,0,False
9256,13971,0,True
9286,14001,0,True
9316,14031,0,True
9347,14062,0,True
9377,14092,0,True
9407,14122,0,True
9468,14183,0,True
9498,14213,0,True
9528,14243,0,True
9559,4852,1,True
9589,14441,0,False
9619,14471,0,False
9650,4800,1,False
9680,14480,0,False
9710,4917,1,True
9740,4917,0,True
9771,14688,0,False
9801,14718,0,False
9831,14748,0,False
9862,14779,0,False
9892,14809,0,False
9922,14839,0,False
9953,14870,0,False
9983,14900,0,False
10013,14930,0,False
10043,4971,1,False
10074,15045,0,False
10104,4997,1,False
10134,15131,0,False
10165,15162,0,False
10195,15192,0,False
10225,15222,0,False
10256,15253,0,False
10286,15283,0,False
10316,15313,0,True
10347,5238,0,True
10377,5238,0,False
10407,15645,0,False
10437,15675,0,False
10468,15706,0,False
10498,15736,0,False
10528,15766,0,False
10559,15797,0,False
10589,15827,0,True
10619,15857,0,True
10650,15888,0,True
10680,15918,0,True
10710,15948,0,True
10740,15978,0,True
10771,16009,0,True
10801,16039,0,True
10831,16069,0,True
10862,16100,0,True
10892,16130,0,True
10922,16160,0,True
10953,16191,0,True
10983,5740,1,True
11013,5740,0,True
11043,5740,0,True
11074,16814,0,True
11104,16844,0,False
11134,16874,0,False
11165,16905,0,False
11195,16935,0,False
11225,16965,0,False
11256,16996,0,False
11286,17026,0,False
11316,17056,0,True
11347,17087,0,True
11377,17117,0,True
11407,5674,1,True
11437,17111,0,True
11468,17142,0,True
11498,17172,0,True
11528,17202,0,True
11559,17233,0,True
11589,17263,0,False
11619,17293,0,False
11650,17324,0,False
11680,17354,0,False
11710,6038,1,True
11740,5707,1,True
11771,17478,0,True
11801,6094,1,True
11831,17925,0,False
11862,17956,0,False
11892,17986,0,True
11922,18016,0,False
11953,18047,0,True
11983,18077,0,True
12013,18107,0,True
12043,18137,0,True
12074,6112,1,True
12104,18216,0,True
12134,18246,0,True
12165,18277,0,True
12195,18307,0,False
12225,18337,0,False
12256,18368,0,False
12286,18398,0,False
12316,18428,0,True
12347,18459,0,True
12377,18489,0,True
12407,18519,0,True
12437,18549,0,True
12468,18580,0,True
12498,18610,0,True
12528,6414,1,True
12559,18973,0,True
12589,19003,0,True
12619,19033,0,True
12650,19064,0,True
12680,19094,0,True
12710,19124,0,True
12740,19154,0,False
12771,19185,0,False
12801,19215,0,True
12831,19245,0,True
12862,19276,0,True
12892,19306,0,False
12922,19336,0,False
12953,19367,0,False
12983,6456,1,False
13013,6456,0,True
13043,6581,1,True
13074,19655,0,False
13104,19685,0,False
13134,19715,0,False
13165,19746,0,False
13195,19776,0,False
13225,19806,0,False
13256,19837,0,True
13286,19867,0,True
13316,19897,0,True
13347,19928,0,True
13377,19958,0,True
13407,19988,0,True
13437,20018,0,True
13468,20049,0,True
13498,20079,0,True
13528,20109,0,True
13559,20140,0,True
13589,20170,0,True
13619,20200,0,True
13650,20231,0,False
13680,20261,0,False
13710,6778,1,False
13740,20518,0,True
13771,20549,0,True
13801,7027,1,True
13831,20858,0,True
13862,20889,0,False
13892,20919,0,False
13922,20949,0,False
13953,20980,0,False
13983,21010,0,False
14013,21040,0,False
14043,21070,0,False
14074,21101,0,False
14104,21131,0,True
14134,21161,0,True
14165,21192,0,True
14195,21222,0,True
14225,21252,0,True
14256,21283,0,False
14286,7135,1,False
14316,21451,0,False
14347,7175,1,False
14377,21552,0,False
14407,21582,0,False
14437,7224,1,False
14468,21692,0,False
14498,7251,1,False
14528,21779,0,False
14559,7296,1,False
14589,7293,1,False
14619,7332,1,False
14650,21982,0,False
14680,7375,1,False
14710,22085,0,False
14740,22115,0,False
14771,22146,0,False
14801,22176,0,False
14831,7415,1,False
14862,7424,1,False
14892,22316,0,False
14922,22346,0,False
14953,22377,0,False
14983,22407,0,False
15013,22437,0,False
15043,22467,0,False
15074,7637,1,False
15104,22741,0,False
15134,22771,0,False
15165,22802,0,False
15195,22832,0,False
15225,22862,0,False
15256,22893,0,False
15286,22923,0,False
15316,22953,0,False
15347,22984,0,False
15377,23014,0,False
15407,23044,0,False
15437,7975,1,False
15468,23443,0,False
15498,23473,0,False
15528,23503,0,False
15559,23534,0,False
15589,7620,1,False
15619,23239,0,False
15650,23270,0,False
15680,23300,0,False
15710,23330,0,False
15740,23360,0,False
15771,8159,1,False
15801,23960,0,False
15831,23990,0,True
15862,24021,0,True
15892,24051,0,True
15922,7759,1,False
15953,23712,0,False
15983,23742,0,False
16013,23772,0,False
16043,23802,0,False
16074,23833,0,False
16104,23863,0,False
16134,23893,0,False
16165,23924,0,False
16195,23954,0,False
16225,23984,0,False
16256,24015,0,False
16286,24045,0,False
16316,24075,0,False
16347,24106,0,False
16377,24136,0,False
16407,24166,0,False
16437,24196,0,False
16468,24227,0,False
16498,24257,0,True
16528,24287,0,False
16559,24318,0,False
16589,24348,0,True
16619,24378,0,True
16650,24409,0,True
16680,24439,0,True
16710,24469,0,False
16740,24499,0,False
16771,24530,0,False
16801,24560,0,False
16831,24590,0,True
16862,24621,0,True
16892,24651,0,False
16922,24681,0,True
16953,24712,0,False
16983,24742,0,True
17013,24772,0,True
17043,24802,0,True
17074,24833,0,False
17104,24863,0,False
17134,24893,0,False
17165,24924,0,False
17195,24954,0,True
17225,24984,0,False
17256,25015,0,False
17286,25045,0,False
17316,25075,0,False
17347,25106,0,False
17377,25136,0,False
17407,25166,0,False
17437,25196,0,False
17468,25227,0,False
17498,25257,0,False
17528,8562,1,False
17559,26121,0,False
17589,26151,0,False
17619,26181,0,False
17650,26212,0,True
17680,26242,0,True
17710,26272,0,True
17740,26302,0,True
17771,8562,0,True
17801,26363,0,True
17831,26393,0,True
17862,26424,0,True
17892,26454,0,True
17922,26484,0,True
17953,26515,0,True
17983,26545,0,True
18013,26575,0,True
18043,26605,0,True
18074,26636,0,False
18104,26666,0,False
18134,26696,0,False
18165,26727,0,False
18195,26757,0,False
18225,26787,0,False
18256,26818,0,False
18286,9730,1,False
18316,28046,0,False
18346,9764,1,False
18377,28141,0,False
18407,28171,0,False
18437,28201,0,False
18468,28232,0,False
18498,28262,0,False
18528,28292,0,False
18559,28323,0,False
18589,28353,0,False
18619,28383,0,False
18650,8877,1,False
18680,27557,0,False
18710,27587,0,False
18740,27617,0,False
18771,27648,0,False
18801,27678,0,False
18831,27708,0,False
18862,27739,0,False
18892,27769,0,False
18922,27799,0,False
18953,27830,0,False
18983,27860,0,False
19013,27890,0,False
19043,9883,1,False
19074,28957,0,False
19104,28987,0,False
19134,29017,0,False
19165,29048,0,False
19195,29078,0,False
19225,29108,0,False
19256,29139,0,False
19316,29199,0,False
19346,29229,0,False
19377,29260,0,False
19407,29290,0,False
19437,29320,0,False
19468,29351,0,True
19498,29381,0,True
19559,29442,0,False
19589,29472,0,False
19650,29533,0,False
19680,9798,1,False
19740,29538,0,False
19801,29599,0,False
19831,29629,0,False
19862,29660,0,False
19892,29690,0,False
19922,29720,0,False
19953,29751,0,False
19983,10176,1,True
20013,30189,0,False
20043,30219,0,False
20074,30250,0,False
20104,30280,0,False
20134,30310,0,False
20165,30341,0,False
20195,30371,0,False
20225,30401,0,False
20256,30432,0,False
20286,10315,1,False
20316,30631,0,False
20347,30662,0,False
20377,30692,0,True
20407,30722,0,True
20437,10324,1,True
20468,10135,1,True
20498,30633,0,False
20528,30663,0,False
20559,30694,0,False
20589,30724,0,False
20619,30754,0,True
20650,30785,0,True
20680,30815,0,True
20710,30845,0,True
20740,30875,0,True
20771,30906,0,True
20801,10188,1,True
20831,31019,0,True
20862,31050,0,True
20892,31080,0,True
20922,31110,0,True
20953,31141,0,True
20983,31171,0,True
21013,31201,0,True
21043,31231,0,True
21074,31262,0,False
21104,31292,0,False
21134,31322,0,False
21165,31353,0,True
21195,31383,0,True
21225,31413,0,True
21256,10500,1,True
21286,31786,0,True
21316,31816,0,True
21347,10856,1,True
21377,10513,1,True
21407,31920,0,True
21437,31950,0,True
21468,31981,0,False
21498,32011,0,False
21528,10651,1,False
21559,32210,0,False
21589,32240,0,False
21619,32270,0,True
21650,32301,0,True
21680,32331,0,False
21710,32361,0,False
21740,32391,0,False
21771,32422,0,False
21801,10869,1,False
21831,32700,0,False
21862,32731,0,False
21892,32761,0,False
21922,32791,0,True
21953,11035,1,True
21983,33018,0,True
22013,11035,0,True
22043,33078,0,False
22074,33109,0,True
22104,33139,0,True
22134,33169,0,False
22165,33200,0,True
22195,33230,0,False
22225,11058,1,True
22256,33314,0,True
22286,33344,0,True
22316,11250,1,True
22347,33597,0,True
22377,33627,0,False
22407,33657,0,False
22437,33687,0,True
22468,33718,0,True
22498,33748,0,True
22528,33778,0,True
22559,33809,0,True
22589,33839,0,True
22619,33869,0,True
22650,33900,0,True
22680,33930,0,True
22710,33960,0,True
22740,33990,0,True
22771,34021,0,True
22801,11327,1,True
22831,34158,0,True
22862,34189,0,True
22892,34219,0,True
22922,34249,0,True
22953,11598,1,False
22983,11598,0,False
23013,34611,0,False
23043,34641,0,False
23074,34672,0,False
23104,11598,0,False
23134,34732,0,False
23165,34763,0,False
23195,34793,0,False
23225,34823,0,False
23256,34854,0,False
23286,34884,0,False
23316,34914,0,False
23347,34945,0,False
23377,34975,0,False
23407,35005,0,False
23437,35035,0,False
23468,35066,0,False
23498,35096,0,False
23528,35126,0,False
23559,35157,0,False
23589,35187,0,False
23619,35217,0,False
23650,35248,0,False
23680,35278,0,False
23710,35308,0,False
23740,35338,0,False
23771,35369,0,False
23801,35399,0,False
23831,35429,0,False
23862,12256,1,True
23892,36148,0,True
23922,36178,0,True
23953,36209,0,True
23983,36239,0,False
24013,36269,0,False
24043,36299,0,False
24074,36330,0,False
24104,36360,0,False
24134,36390,0,True
24165,36421,0,True
24195,36451,0,True
24225,36481,0,True
24256,36512,0,True
24286,36542,0,True
24316,36572,0,True
24347,36603,0,True
24377,36633,0,True
24407,36663,0,False
24437,36693,0,False
24468,36724,0,False
24498,36754,0,False
24528,36784,0,False
24559,36815,0,False
24589,36845,0,False
24619,36875,0,True
24650,36906,0,False
24680,36936,0,False
24710,36966,0,True
24740,12478,1,True
24771,37249,0,True
24801,37279,0,True
24831,37309,0,True
24862,37340,0,True
24892,37370,0,True
24922,12579,1,True
24953,37532,0,True
24983,37562,0,False
25013,37592,0,False
25043,37622,0,False
25074,37653,0,False
25104,37683,0,False
25134,37713,0,False
25165,37744,0,False
25195,37774,0,False
25225,37804,0,False
25256,37835,0,False
25286,37865,0,False
25316,37895,0,False
25347,12904,1,True
25377,38281,0,True
25407,38311,0,True
25437,38341,0,True
25468,38372,0,True
25498,38402,0,False
25528,38432,0,False
25559,38463,0,False
25589,38493,0,False
25619,38523,0,False
25650,12951,1,True
25680,38631,0,True
25710,38661,0,True
25740,38691,0,True
25771,38722,0,True
25801,38752,0,True
25831,38782,0,True
25862,38813,0,True
25892,38843,0,True
25922,38873,0,True
25953,38904,0,True
25983,38934,0,False
26013,13053,1,True
26043,39096,0,True
26074,39127,0,True
26104,39157,0,True
26134,39187,0,True
26165,39218,0,True
26195,39248,0,True
26225,39278,0,True
26256,39309,0,True
26286,39339,0,True
26316,39369,0,True
26347,39400,0,True
26377,39430,0,True
26407,39460,0,True
26437,39490,0,True
26468,39521,0,True
26498,39551,0,True
26528,13167,1,True
26559,39726,0,True
26589,39756,0,True
26619,39786,0,False
26650,39817,0,False
26680,39847,0,False
26710,39877,0,False
26740,39907,0,False
26771,39938,0,False
26801,39968,0,False
26831,39998,0,False
26862,40029,0,False
26892,40059,0,False
26922,40089,0,False
26953,40120,0,True
26983,40150,0,False
27013,40180,0,True
27043,40210,0,True
27074,40241,0,True
27104,40271,0,True
27134,40301,0,False
27165,40332,0,False
27195,40362,0,False
27225,40392,0,False
27256,40423,0,False
27286,40453,0,False
27316,40483,0,False
27347,40514,0,False
27377,40544,0,False
27407,40574,0,True
27437,40604,0,True
27468,40635,0,False
27498,40665,0,False
27528,40695,0,False
27559,40726,0,False
27589,40756,0,False
27619,40786,0,False
27650,40817,0,True
27680,40847,0,True
27710,40877,0,True
27740,40907,0,False
27771,40938,0,False
27801,40968,0,False
27831,40998,0,False
27862,41029,0,True
27892,14445,1,True
27922,42367,0,True
27953,42398,0,True
27983,42428,0,True
28013,42458,0,True
28043,42488,0,True
28074,42519,0,True
28104,42549,0,False
28134,42579,0,False
28165,42610,0,False
28195,42640,0,False
28225,42670,0,False
28256,42701,0,False
28286,42731,0,False
28316,42761,0,False
28346,42791,0,False
28377,42822,0,True
28407,14458,1,True
28437,42895,0,True
28468,42926,0,True
28498,42956,0,True
28528,42986,0,True
28559,14592,1,True
28589,43181,0,False
28619,43211,0,False
28650,43242,0,False
28680,43272,0,False
28710,43302,0,True
28740,14150,1,True
28771,42921,0,True
28801,42951,0,True
28831,42981,0,True
28862,43012,0,True
28892,43042,0,True
28922,43072,0,True
28953,43103,0,True
28983,43133,0,True
29013,43163,0,True
29043,43193,0,True
29074,43224,0,True
29104,43254,0,True
29134,43284,0,True
29165,43315,0,False
29195,43345,0,True
29225,43375,0,True
29256,43406,0,True
29286,43436,0,True
29316,43466,0,True
29346,43496,0,True
29377,43527,0,True
29407,43557,0,True
29437,43587,0,True
29468,15323,1,False
29498,44821,0,False
29528,44851,0,True
29559,44882,0,True
29589,44912,0,True
29619,44942,0,True
29650,44973,0,True
29680,45003,0,True
29710,45033,0,False
29740,14421,1,False
29771,44192,0,True
29801,44222,0,True
29862,44283,0,True
29892,44313,0,True
29953,44374,0,False
30013,15589,1,False
30043,45632,0,False
30074,45663,0,True
30104,15679,1,True
30165,45844,0,False
30195,45874,0,False
30225,45904,0,False
30256,45935,0,False
30286,45965,0,False
30316,45995,0,False
30347,46026,0,False
30377,46056,0,True
30407,46086,0,True
30437,46116,0,True
30468,46147,0,True
30498,46177,0,True
30528,46207,0,True
30559,46238,0,True
30589,14909,1,True
30619,45528,0,True
30650,45559,0,False
30680,45589,0,False
30710,45619,0,True
30740,45649,0,False
30771,45680,0,True
30801,45710,0,True
30831,45740,0,True
30862,45771,0,True
30892,45801,0,True
30922,45831,0,True
30953,45862,0,True
30983,45892,0,True
31013,45922,0,False
31043,14909,0,False
31074,45983,0,False
31104,46013,0,False
31134,46043,0,False
31165,46074,0,False
31195,46104,0,False
31225,46134,0,False
31256,46165,0,False
31286,46195,0,True
31316,46225,0,True
31347,46256,0,True
31377,14927,1,True
31407,46334,0,True
31437,46364,0,True
31468,14943,1,True
31498,46441,0,True
31528,46471,0,False
31559,15011,1,False
31589,46600,0,False
31619,46630,0,False
31650,46661,0,False
31680,46691,0,False
31710,15126,1,False
31740,46866,0,False
31771,16649,1,False
31801,15159,1,False
31831,46990,0,False
31862,16708,1,False
31892,16731,1,True
31922,48653,0,False
31953,16740,1,False
31983,48723,0,True
32013,48753,0,False
32043,48783,0,False
32074,48814,0,False
32104,48844,0,False
32134,48874,0,False
32165,48905,0,False
32195,15265,1,False
32225,47490,0,False
32256,47521,0,False
32286,47551,0,False
32316,47581,0,False
32347,47612,0,False
32377,47642,0,False
32407,47672,0,False
32437,47702,0,True
32468,47733,0,True
32498,47763,0,True
32528,47793,0,True
32559,47824,0,True
32589,17327,1,True
32619,15298,1,True
32650,47948,0,True
32680,47978,0,True
32710,48008,0,True
32740,17449,1,False
32771,50220,0,False
32801,50250,0,False
32831,50280,0,False
32862,15412,1,False
32892,48304,0,False
32922,48334,0,False
32953,48365,0,False
32983,48395,0,False
33013,15452,1,False
33043,15483,1,False
33074,48557,0,False
33104,48587,0,False
33134,48617,0,True
33165,48648,0,False
33195,48678,0,False
33225,48708,0,False
33256,48739,0,False
33286,48769,0,False
33316,15730,1,False
33347,49077,0,False
33377,49107,0,False
33407,49137,0,False
33437,15755,1,False
33468,17706,1,False
33498,51204,0,False
33528,51234,0,True
33559,51265,0,True
33589,51295,0,True
33619,17849,1,True
33650,15804,1,False
33680,17876,1,False
33710,15841,1,False
33740,49581,0,False
33771,15841,0,False
33801,49642,0,False
33831,15865,1,False
33862,17998,1,False
33892,15891,1,False
33922,18016,1,False
33953,15935,1,False
33983,18056,1,True
34013,15951,1,True
34043,49994,0,True
34074,15981,0,False
34104,18121,1,False
34134,18139,1,False
34165,18162,1,False
34195,52357,0,False
34225,16067,1,False
34256,50323,0,False
34286,50353,0,False
34316,50383,0,False
34347,50414,0,False
34377,50444,0,False
34407,16198,1,False
34437,50635,0,False
34468,50666,0,False
34498,50696,0,True
34528,50726,0,True
34559,50757,0,False
34589,50787,0,False
34619,50817,0,False
34650,18358,1,False
34680,53038,0,False
34710,16330,1,False
34740,51070,0,False
34771,51101,0,False
34801,18476,1,True
34831,53307,0,False
34862,18524,1,False
34892,16377,1,False
34922,51299,0,False
34953,51330,0,False
34983,16404,1,False
35013,16415,1,False
35043,18618,0,True
35074,53692,0,True
35104,53722,0,True
35134,53752,0,False
35165,53783,0,False
35195,53813,0,False
35225,18674,1,False
35256,53930,0,False
35286,16620,1,True
35316,51936,0,True
35347,51967,0,True
35377,51997,0,False
35407,52027,0,False
35437,52057,0,False
35468,52088,0,False
35498,52118,0,False
35528,16701,1,False
35559,18863,1,True
35589,54452,0,True
35619,54482,0,True
35650,54513,0,True
35680,18874,1,True
35710,54584,0,True
35740,54614,0,True
35771,54645,0,False
35801,54675,0,False
35831,18983,1,False
35862,54845,0,True
35892,54875,0,True
35922,54905,0,True
35953,54936,0,True
35983,17003,1,True
36013,53016,0,True
36043,19037,1,True
36074,55111,0,False
36104,17073,1,False
36134,53207,0,False
36165,53238,0,False
36195,53268,0,False
36225,53298,0,False
36256,53329,0,False
36286,53359,0,False
36316,53389,0,True
36347,53420,0,True
36377,53450,0,True
36407,53480,0,True
36437,53510,0,True
36468,53541,0,True
36498,53571,0,False
36528,53601,0,False
36559,53632,0,False
36589,53662,0,False
36619,53692,0,False
82,53,1,False
112,165,0,False
142,195,0,False
173,53,0,True
203,53,0,True
233,286,0,True
264,317,0,True
294,53,0,True
324,53,0,True
354,407,0,True
385,438,0,True
415,468,0,True
445,393,1,True
476,869,0,True
506,899,0,False
536,144,1,True
567,711,0,True
597,446,1,True
627,182,1,True
658,840,0,True
688,514,1,True
718,1232,0,True
748,1262,0,True
779,269,1,True
809,546,1,False
839,546,0,True
870,1416,0,True
900,1446,0,False
930,1476,0,False
961,416,1,True
991,1407,0,False
1021,1437,0,False
1051,632,1,False
1082,1714,0,True
1112,473,1,True
1142,1615,0,True
1173,1646,0,True
1203,725,1,False
1233,499,1,False
1264,1763,0,True
1294,1793,0,True
1324,1823,0,True
1354,1853,0,True
1385,1884,0,True
1415,848,1,True
1445,2293,0,True
1476,621,1,True
1506,2127,0,True
1536,2157,0,True
1567,940,1,True
1597,2537,0,True
1627,2567,0,True
1658,989,1,True
1688,2677,0,True
1718,2707,0,True
1748,758,1,True
1779,2537,0,True
1809,2567,0,True
1839,2597,0,True
1870,758,0,True
1900,2658,0,True
1930,1180,1,False
1961,3141,0,False
1991,3171,0,False
2021,840,1,False
2051,2891,0,False
2082,1251,1,False
2112,3363,0,True
2142,3393,0,False
2173,923,1,True
2203,1285,1,False
2233,3518,0,True
2264,3549,0,False
2294,3579,0,False
2324,3609,0,False
2354,3639,0,False
2385,1025,1,False
2415,3440,0,False
2445,3470,0,False
2476,3501,0,True
2506,3531,0,False
2536,3561,0,False
2567,1036,1,False
2597,3633,0,True
2627,1586,1,True
2658,4244,0,True
2688,1093,1,True
2718,3811,0,True
2748,3841,0,True
2779,3872,0,False
2809,3902,0,False
2839,3932,0,False
2870,3963,0,True
2900,1807,1,True
2930,4737,0,True
2961,4768,0,True
2991,1850,1,True
3051,4901,0,False
3082,4932,0,False
3112,1902,1,False
3142,5044,0,False
3173,5075,0,False
3203,5105,0,False
3233,5135,0,False
3264,5166,0,False
3294,1965,1,False
3324,5289,0,False
3355,5320,0,False
3415,5380,0,False
3445,5410,0,False
3476,5441,0,False
3506,1539,1,False
3536,5075,0,True
3567,5106,0,True
3597,2024,1,True
3627,1595,1,False
3658,1629,1,False
3688,5317,0,False
3718,5347,0,False
3748,1674,1,False
3779,5453,0,False
3809,5483,0,False
3839,2166,1,False
3870,6036,0,False
3900,1743,1,False
3930,5673,0,False
3961,5704,0,False
3991,2247,1,False
4021,1768,1,True
4051,5819,0,True
4082,2323,1,False
4112,6435,0,True
4142,1818,1,False
4173,5991,0,False
4203,2390,1,True
4233,6623,0,False
4264,6654,0,False
4294,6684,0,False
4324,2461,1,False
4355,6816,0,False
4385,6846,0,False
4415,2505,1,False
4445,6950,0,False
4476,6981,0,False
4506,7011,0,False
4536,7041,0,False
4567,2017,1,False
4597,2580,1,False
4627,7207,0,False
4658,7238,0,False
4688,2603,1,False
4718,2110,1,False
4748,2629,1,False
4779,7408,0,False
4809,7438,0,False
4839,2674,1,False
4870,7544,0,False
4900,7574,0,False
4930,2252,1,False
4961,7213,0,False
4991,7243,0,False
5021,7273,0,False
5051,7303,0,False
5082,7334,0,False
5112,7364,0,False
5142,7394,0,False
5173,7425,0,False
5203,7455,0,False
5233,7485,0,False
5264,2473,1,False
5294,2819,1,True
5324,8143,0,True
5354,8173,0,True
5385,8204,0,False
