@RELATION blinking

@ATTRIBUTE frames_since_experiment_started NUMERIC
@ATTRIBUTE frames_since_the_last_blink NUMERIC
@ATTRIBUTE is_blink NUMERIC
@ATTRIBUTE attention_level {True, False}
@DATA
50718,25167,1,False
50748,25583,1,False
50779,25193,1,False
50809,25624,1,False
50839,76463,0,False
50870,25252,1,False
50900,25650,1,False
50930,76580,0,True
50961,76611,0,True
50991,76641,0,False
51021,76671,0,False
51051,76701,0,False
51082,76732,0,False
51112,25732,1,True
51142,76874,0,True
51173,76905,0,True
51203,76935,0,True
51233,76965,0,False
51264,25523,1,False
51294,25779,1,False
51324,77103,0,False
51354,25567,1,True
51385,76952,0,False
51415,25842,1,True
51445,25605,1,True
51476,77081,0,False
51506,77111,0,True
51536,77141,0,False
51567,25669,1,True
51597,77266,0,True
51627,25962,1,True
51658,77620,0,True
51688,25719,1,True
51718,77437,0,True
51748,77467,0,True
51779,77498,0,True
62,62,0,False
92,92,0,True
122,122,0,True
152,152,0,True
183,183,0,True
213,213,0,False
243,243,0,False
274,274,0,False
304,304,0,False
334,334,0,False
365,365,0,False
395,395,0,False
425,425,0,False
455,455,0,False
486,486,0,False
516,516,0,False
546,546,0,False
577,577,0,False
607,607,0,False
637,637,0,True
668,668,0,True
698,698,0,True
728,728,0,False
758,758,0,False
789,789,0,False
819,819,0,False
849,849,0,False
880,880,0,False
910,910,0,False
940,940,0,False
971,971,0,False
1001,1001,0,False
1031,1031,0,False
1062,1062,0,False
1092,1092,0,False
1122,1122,0,False
1152,1152,0,False
1183,1183,0,True
1213,1213,0,True
1243,1243,0,True
1274,1274,0,True
1304,1304,0,False
1334,1334,0,False
1365,1365,0,False
1395,1395,0,False
1425,1425,0,True
1455,1455,0,True
1486,1486,0,True
1516,1516,0,True
1546,1546,0,True
1577,1577,0,True
1607,1607,0,True
1637,1637,0,True
1668,1668,0,True
1698,1698,0,False
1728,1728,0,True
1758,1758,0,False
1789,1789,0,True
1819,1819,0,True
1849,1849,0,True
1880,1880,0,False
1910,1330,1,False
1940,3270,0,False
1971,3301,0,False
2001,3331,0,False
2031,3361,0,False
2062,3392,0,False
2092,3422,0,False
2122,3452,0,True
2152,3482,0,True
2183,3513,0,False
2213,3543,0,False
2243,3573,0,False
2274,1525,1,False
2304,3829,0,True
2334,3859,0,True
2365,3890,0,True
2395,3920,0,True
2425,3950,0,False
2455,3980,0,False
2486,4011,0,False
2516,911,0,False
2546,3457,0,True
2577,3488,0,True
2607,3518,0,False
2637,3548,0,False
2668,3579,0,False
2698,3609,0,False
2728,3639,0,True
2758,3669,0,True
2789,1098,1,True
2819,3917,0,True
2849,1149,1,True
2880,4029,0,True
2910,4059,0,True
2940,4089,0,False
2971,4120,0,True
3001,4150,0,True
3031,4180,0,True
3062,4211,0,True
3092,4241,0,False
3122,1966,1,False
3152,5118,0,True
3213,5179,0,True
3243,5209,0,False
3274,2105,1,False
3304,5409,0,False
3334,5439,0,True
3365,1256,1,True
3395,2131,1,True
3425,5556,0,False
3486,5617,0,False
3546,5677,0,True
3577,5708,0,True
3607,5738,0,True
3637,5768,0,False
3698,5829,0,True
3728,5859,0,True
3789,5920,0,True
3819,5950,0,True
3849,5980,0,True
3880,1755,1,True
3910,2155,1,True
3940,6095,0,True
3971,6126,0,True
4001,6156,0,True
4031,6186,0,True
4062,6217,0,True
4092,6247,0,True
4122,6277,0,True
4152,2222,1,True
4183,6405,0,True
4213,1982,1,True
4243,1982,0,False
4274,6256,0,True
4304,6286,0,True
4334,6316,0,True
4365,2385,1,True
4395,2013,1,False
4425,6438,0,False
4455,6468,0,False
4486,6499,0,False
4516,2498,1,False
4546,7044,0,False
4577,2075,1,True
4607,6682,0,True
4637,6712,0,True
4668,6743,0,True
4698,6773,0,True
4728,6803,0,True
4759,6834,0,False
4789,6864,0,False
4819,6894,0,True
4849,6924,0,False
4880,6955,0,False
4910,2625,1,True
4940,2315,1,False
4971,7286,0,False
5001,7316,0,False
5031,7346,0,False
5062,7377,0,True
5092,7407,0,True
5122,7437,0,True
5152,7467,0,True
5183,7498,0,False
5213,7528,0,False
5243,7558,0,False
5274,7589,0,False
5304,2543,1,False
5334,7877,0,False
5365,7908,0,False
5395,7938,0,True
5425,7968,0,True
5455,2645,1,True
5486,8131,0,True
5516,8161,0,True
5546,8191,0,False
5577,8222,0,False
5607,8252,0,False
5637,8282,0,False
5668,8313,0,False
5698,8343,0,True
5728,8373,0,False
5758,8403,0,False
5789,8434,0,False
5819,2727,1,False
5849,8576,0,False
5880,8607,0,False
5910,8637,0,True
5940,8667,0,True
5971,8698,0,False
6001,8728,0,False
6031,8758,0,False
6062,8789,0,False
6092,8819,0,True
6122,3401,1,True
6152,9553,0,True
6183,9584,0,True
6213,2814,1,True
6243,9057,0,True
6274,9088,0,True
6304,9118,0,False
6334,9148,0,False
6365,9179,0,False
6395,9209,0,False
6425,9239,0,False
6455,9269,0,False
6486,9300,0,False
6516,9330,0,False
6546,9360,0,False
6577,9391,0,False
6607,9421,0,False
6637,3817,1,False
6668,10485,0,True
6698,10515,0,True
6728,10545,0,True
6758,10575,0,False
6789,10606,0,False
6819,10636,0,False
6849,10666,0,False
6880,3072,1,False
6910,9982,0,False
6940,10012,0,False
6971,10043,0,False
7001,10073,0,False
7031,10103,0,False
7062,10134,0,False
7092,10164,0,False
7122,10194,0,False
7152,10224,0,False
7183,10255,0,True
7213,10285,0,True
7243,10315,0,True
7274,10346,0,True
7304,10376,0,True
7334,10406,0,True
7365,10437,0,True
7395,10467,0,True
7425,10497,0,False
7455,10527,0,False
7486,10558,0,False
7516,10588,0,False
7546,10618,0,False
7577,10649,0,True
7607,10679,0,True
7637,10709,0,True
7668,10740,0,False
7698,10770,0,False
7728,10800,0,False
7758,10830,0,False
7789,10861,0,True
7819,10891,0,True
7849,10921,0,False
7880,10952,0,False
7910,10982,0,False
7940,11012,0,False
7971,11043,0,False
8001,11073,0,False
8031,11103,0,False
8062,11134,0,False
8092,11164,0,False
8122,11194,0,False
8152,11224,0,True
8183,11255,0,False
8213,11285,0,False
8243,11315,0,False
8274,11346,0,False
8304,11376,0,False
8334,11406,0,False
8365,3751,1,False
8395,12146,0,False
8425,12176,0,True
8455,12206,0,False
8486,12237,0,False
8516,12267,0,False
8546,12297,0,False
8577,12328,0,False
8607,12358,0,False
8637,12388,0,False
8668,12419,0,False
8698,12449,0,False
8728,12479,0,False
8758,12509,0,False
8789,12540,0,True
8819,12570,0,True
8849,12600,0,False
8880,12631,0,False
8910,12661,0,False
8940,12691,0,False
8971,12722,0,False
9001,12752,0,False
9031,12782,0,False
9062,12813,0,False
9092,12843,0,False
9122,12873,0,False
9152,12903,0,False
9183,12934,0,False
9213,12964,0,False
9243,12994,0,False
9274,13025,0,True
9304,13055,0,False
9334,13085,0,False
9365,13116,0,False
9395,13146,0,False
9425,13176,0,False
9455,13206,0,True
9486,13237,0,True
9516,13267,0,True
9546,13297,0,True
9577,13328,0,True
9607,13358,0,True
9637,13388,0,False
9668,13419,0,False
9698,13449,0,False
9728,13479,0,False
9758,13509,0,False
9789,13540,0,True
9819,13570,0,False
9849,13600,0,False
9880,13631,0,False
9910,13661,0,False
9940,13691,0,False
9971,13722,0,False
10001,13752,0,False
10031,13782,0,False
10062,13813,0,True
10092,6335,1,False
10122,16457,0,False
10152,16487,0,False
10183,16518,0,False
10213,16548,0,False
10243,16578,0,False
10274,16609,0,False
10304,16639,0,False
10334,16669,0,False
10365,4039,1,False
10395,14434,0,False
10425,14464,0,False
10455,4058,1,False
10486,14544,0,False
10516,14574,0,False
10546,14604,0,False
10577,14635,0,False
10607,14665,0,False
10637,14695,0,True
10668,14726,0,False
10698,14756,0,False
10728,14786,0,False
10758,14816,0,False
10789,14847,0,False
10819,14877,0,False
10849,14907,0,False
10880,14938,0,True
10910,14968,0,False
10940,14998,0,False
10971,15029,0,False
11001,15059,0,False
11031,15089,0,False
11062,15120,0,False
11092,15150,0,False
11122,15180,0,False
11152,15210,0,False
11183,15241,0,False
11213,15271,0,False
11243,15301,0,False
11274,15332,0,False
11304,15362,0,False
11334,15392,0,False
11365,15423,0,False
11395,15453,0,False
11425,15483,0,False
11455,15513,0,False
11486,15544,0,False
11516,15574,0,False
11546,15604,0,False
11577,15635,0,False
11607,15665,0,False
11637,15695,0,False
11668,15726,0,False
11698,15756,0,False
11728,15786,0,False
11758,15816,0,False
11789,4962,0,False
11819,16781,0,False
11849,16811,0,False
11880,16842,0,False
11910,16872,0,False
11940,16902,0,False
11971,16933,0,True
12001,16963,0,True
12031,16993,0,True
12062,17024,0,True
12092,17054,0,False
12122,17084,0,False
12152,17114,0,False
12183,5016,1,False
12213,17229,0,False
12243,5066,1,False
12274,17340,0,False
12304,17370,0,False
12334,17400,0,False
12365,17431,0,False
12395,17461,0,False
12425,17491,0,False
12455,17521,0,False
12486,17552,0,False
12516,17582,0,False
12546,5250,1,False
12577,17827,0,False
12607,17857,0,False
12637,17887,0,False
12668,7423,1,True
12698,20121,0,True
12728,20151,0,True
12758,5336,1,False
12789,7457,1,False
12819,5358,1,False
12849,18207,0,False
12880,18238,0,False
12910,18268,0,False
12940,18298,0,False
12971,18329,0,False
13001,18359,0,False
13031,18389,0,False
13062,7703,1,False
13092,20795,0,False
13122,20825,0,False
13152,20855,0,False
13183,20886,0,False
13213,20916,0,False
13243,20946,0,False
13274,20977,0,False
13304,21007,0,False
13334,21037,0,False
13365,21068,0,False
13395,21098,0,False
13425,21128,0,False
13455,21158,0,False
13486,21189,0,False
13516,21219,0,False
13546,21249,0,False
13577,21280,0,False
13607,21310,0,False
13637,21340,0,False
13668,21371,0,False
13698,21401,0,False
13728,8328,1,False
13789,22117,0,False
13819,22147,0,False
13849,22177,0,False
13880,22208,0,False
13910,22238,0,False
13971,22299,0,False
14001,22329,0,False
14062,22390,0,False
14092,22420,0,False
14122,22450,0,False
14183,22511,0,False
14213,22541,0,False
14274,22602,0,False
14304,22632,0,False
14334,22662,0,False
14365,22693,0,False
14395,22723,0,False
14425,22753,0,False
14455,22783,0,False
14486,22814,0,False
14516,22844,0,False
14546,22874,0,False
14577,22905,0,False
14607,22935,0,False
14637,22965,0,False
14668,22996,0,False
14698,23026,0,False
14728,23056,0,False
14759,23087,0,False
14789,23117,0,True
14819,23147,0,True
14849,23177,0,True
14880,23208,0,True
14910,23238,0,True
14940,23268,0,True
14971,23299,0,True
15001,23329,0,True
15031,23359,0,False
15062,23390,0,False
15092,23420,0,False
15122,23450,0,True
15152,23480,0,False
15183,23511,0,False
15213,23541,0,False
15243,23571,0,False
15274,23602,0,True
15304,23632,0,True
15334,23662,0,True
15365,23693,0,True
15395,23723,0,True
15425,23753,0,False
15455,23783,0,True
15486,23814,0,False
15516,23844,0,False
15546,23874,0,False
15577,23905,0,False
15607,23935,0,False
15637,23965,0,False
15668,23996,0,False
15698,24026,0,False
15728,24056,0,False
15759,24087,0,False
15789,24117,0,False
15819,24147,0,False
15849,24177,0,True
15880,24208,0,True
15910,24238,0,True
15940,24268,0,False
15971,24299,0,False
16001,24329,0,False
16031,24359,0,False
16062,24390,0,False
16092,24420,0,False
16122,24450,0,False
16152,24480,0,False
16183,24511,0,False
16213,24541,0,False
16243,24571,0,False
16274,24602,0,False
16304,8423,0,False
16334,24757,0,False
16365,8423,0,True
16395,24818,0,True
16425,24848,0,True
16455,24878,0,True
16486,24909,0,True
16516,24939,0,True
16546,24969,0,True
16577,25000,0,True
16607,25030,0,True
16637,25060,0,True
16668,25091,0,True
16698,25121,0,True
16728,8302,1,False
16758,25060,0,False
16789,25091,0,False
16819,25121,0,False
16849,25151,0,False
16880,25182,0,False
16910,25212,0,False
16940,25242,0,False
16971,25273,0,False
17001,25303,0,False
17031,25333,0,False
17062,25364,0,False
17092,25394,0,False
17122,25424,0,True
17152,25454,0,True
17183,25485,0,True
17213,25515,0,True
17243,25545,0,False
17274,25576,0,False
17304,25606,0,False
17334,25636,0,False
17365,25667,0,False
17395,25697,0,False
17425,25727,0,False
17455,25757,0,False
17486,25788,0,False
17516,25818,0,False
17546,25848,0,False
17577,25879,0,False
17607,25909,0,False
17637,25939,0,True
17668,25970,0,True
17698,26000,0,True
17728,26030,0,True
17758,8785,1,False
17789,26574,0,False
17819,9026,1,False
17849,26875,0,False
17880,26906,0,False
17910,26936,0,True
17940,26966,0,False
17971,26997,0,False
18001,27027,0,True
18031,27057,0,False
18062,27088,0,True
18092,27118,0,True
18122,27148,0,False
18152,8811,0,False
18183,26994,0,False
18213,27024,0,False
18243,27054,0,False
18274,27085,0,False
18304,27115,0,False
18334,27145,0,False
18365,27176,0,False
18395,27206,0,False
18425,27236,0,False
18455,27266,0,False
18486,27297,0,False
18516,27327,0,False
18546,27357,0,False
18577,27388,0,False
18607,27418,0,False
18637,27448,0,False
18668,27479,0,False
18698,27509,0,False
18728,27539,0,False
18758,27569,0,False
18789,27600,0,False
18819,27630,0,False
18849,27660,0,False
18880,27691,0,False
18910,27721,0,False
18940,27751,0,False
18971,27782,0,False
19001,27812,0,False
19031,27842,0,False
19062,27873,0,False
19092,27903,0,False
19122,27933,0,False
19152,27963,0,False
19183,27994,0,True
19213,28024,0,True
19243,28054,0,True
19274,28085,0,False
19304,28115,0,False
19334,28145,0,False
19365,28176,0,False
19395,28206,0,False
19425,28236,0,False
19455,28266,0,False
19486,28297,0,True
19516,28327,0,False
19546,28357,0,False
19577,28388,0,False
19607,28418,0,False
19637,28448,0,False
19668,28479,0,False
19698,28509,0,True
19728,28539,0,True
19758,28569,0,True
19789,10965,0,False
19819,30784,0,False
19849,30814,0,False
19880,30845,0,False
19910,30875,0,True
19940,30905,0,True
19971,30936,0,True
20001,30966,0,True
20031,30996,0,True
20062,31027,0,True
20092,31057,0,False
20122,31087,0,True
20152,31117,0,False
20183,31148,0,False
20213,9242,1,False
20243,29485,0,False
20274,29516,0,True
20304,29546,0,False
20334,29576,0,True
20365,11116,1,False
20395,31511,0,False
20425,31541,0,False
20455,31571,0,False
20486,31602,0,True
20516,31632,0,True
20546,31662,0,True
20577,31693,0,True
20607,31723,0,True
20637,31753,0,True
20668,31784,0,True
20698,31814,0,True
20728,31844,0,True
20758,31874,0,True
20789,31905,0,True
20819,31935,0,True
20849,31965,0,True
20880,31996,0,False
20910,32026,0,False
20940,32056,0,False
20971,32087,0,False
21001,32117,0,False
21031,9830,1,False
21062,30892,0,False
21092,30922,0,False
21122,30952,0,False
21152,30982,0,False
21183,31013,0,False
21213,31043,0,False
21243,31073,0,True
21274,31104,0,False
21304,31134,0,True
21334,31164,0,True
21365,31195,0,False
21395,31225,0,True
21425,31255,0,False
21455,31285,0,False
21486,31316,0,False
21516,31346,0,False
21546,31376,0,False
21577,31407,0,False
21607,31437,0,True
21637,31467,0,True
21668,31498,0,True
21698,31528,0,True
21728,31558,0,False
21758,31588,0,False
21789,31619,0,False
21819,31649,0,False
21849,31679,0,True
21880,31710,0,True
21910,31740,0,True
21940,31770,0,False
21971,31801,0,False
22001,31831,0,True
22031,12195,1,True
22062,34257,0,True
22092,34287,0,True
22122,34317,0,True
22152,34347,0,True
22183,34378,0,True
22213,34408,0,True
22243,34438,0,True
22274,34469,0,True
22304,34499,0,True
22334,34529,0,True
22365,34560,0,True
22395,34590,0,True
22425,34620,0,False
22455,34650,0,False
22486,34681,0,False
22516,34711,0,True
22546,34741,0,True
22577,34772,0,True
22607,34802,0,True
22637,34832,0,False
22668,34863,0,False
22698,34893,0,False
22728,34923,0,False
22758,34953,0,False
22789,34984,0,False
22819,35014,0,False
22849,35044,0,False
22880,35075,0,False
22910,35105,0,False
22940,35135,0,False
22971,35166,0,False
23001,35196,0,False
23031,35226,0,False
23062,35257,0,False
23092,35287,0,False
23122,35317,0,True
23152,35347,0,True
23183,35378,0,True
23213,35408,0,True
23243,35438,0,True
23274,35469,0,True
23304,35499,0,True
23334,35529,0,False
23365,35560,0,False
23395,35590,0,True
23425,35620,0,False
23455,35650,0,True
23486,35681,0,True
23516,35711,0,True
23546,35741,0,True
23577,35772,0,True
23607,35802,0,False
23637,35832,0,False
23668,35863,0,False
23698,35893,0,False
23728,35923,0,False
23758,35953,0,True
23789,35984,0,False
23819,36014,0,False
23849,36044,0,False
23880,36075,0,True
23910,36105,0,True
23940,36135,0,True
23971,36166,0,True
24001,36196,0,True
24031,36226,0,True
24062,36257,0,True
24092,36287,0,True
65,65,0,False
95,95,0,True
125,125,0,True
156,156,0,True
186,186,0,True
216,216,0,True
246,246,0,False
277,277,0,False
307,307,0,False
337,337,0,False
368,368,0,False
398,398,0,False
428,428,0,False
459,459,0,False
489,489,0,False
519,144,0,False
550,694,0,False
580,724,0,False
610,754,0,False
640,784,0,False
671,144,0,False
701,845,0,True
731,875,0,True
762,144,0,True
792,936,0,True
822,966,0,False
853,997,0,False
883,1027,0,True
913,1057,0,False
943,1087,0,True
974,1118,0,True
1004,144,0,True
1034,1178,0,True
1065,1209,0,True
1095,1239,0,True
1125,1269,0,False
1156,1300,0,False
1186,1330,0,False
1216,1360,0,False
1246,1390,0,False
1277,1421,0,False
1307,1451,0,False
1337,1194,1,True
1368,2562,0,True
1398,201,1,True
1428,1629,0,True
1459,1660,0,True
1489,1293,1,True
1519,2812,0,True
1550,2843,0,True
1580,2873,0,True
1610,2903,0,True
1640,2933,0,True
1671,2964,0,True
1701,2994,0,False
1731,3024,0,False
1762,3055,0,False
1792,3085,0,False
1822,3115,0,False
1853,3146,0,False
1883,3176,0,False
1913,3206,0,False
1943,3236,0,False
1974,3267,0,False
2156,3449,0,False
2186,3479,0,True
2216,1629,1,True
2246,3875,0,True
2277,3906,0,True
2307,3936,0,True
2337,3966,0,False
2368,3997,0,False
2398,4027,0,False
2428,4057,0,True
2459,823,1,True
2489,3312,0,True
2519,3342,0,True
2550,3373,0,True
2580,3403,0,True
2610,3433,0,True
2640,3463,0,True
2671,3494,0,True
2701,3524,0,True
2731,3554,0,True
2762,3585,0,True
2792,3615,0,False
2822,3645,0,False
2853,3676,0,True
2883,3706,0,True
2913,3736,0,True
2943,1088,1,True
2974,4062,0,True
3004,4092,0,True
3034,1951,1,True
3065,5016,0,True
3095,5046,0,True
3125,1178,1,False
3156,4334,0,False
3186,4364,0,False
3216,4394,0,True
3246,4424,0,False
3277,4455,0,False
3307,4485,0,False
3337,4515,0,False
3368,2196,1,False
3398,5594,0,False
3428,5624,0,False
3459,5655,0,False
3489,5685,0,False
3519,5715,0,False
3550,5746,0,False
3580,5776,0,False
3610,5806,0,True
3640,5836,0,True
3671,5867,0,True
3701,1499,1,True
3731,5230,0,False
3762,5261,0,False
3792,5291,0,False
3822,2332,1,False
3853,6185,0,True
3883,6215,0,True
3913,6245,0,True
3943,6275,0,True
3974,6306,0,True
4004,6336,0,False
4034,6366,0,False
4065,6397,0,False
4095,6427,0,False
4125,6457,0,False
4156,6488,0,False
4186,6518,0,False
4216,6548,0,False
4246,6578,0,False
4277,6609,0,False
4307,2546,0,False
4337,6883,0,False
4368,6914,0,False
4398,6944,0,True
4428,2546,0,False
4459,7005,0,True
4489,7035,0,False
4519,7065,0,False
4550,2000,1,False
4580,6580,0,False
4610,6610,0,False
4640,6640,0,False
4671,6671,0,True
4701,6701,0,True
4731,6731,0,True
4762,6762,0,False
4792,6792,0,False
4822,2134,1,False
4853,6987,0,False
4883,7017,0,False
4913,2176,1,True
4943,7119,0,True
4974,2801,1,True
5004,7805,0,True
5034,2240,1,True
5065,7305,0,True
5095,7335,0,True
5125,7365,0,True
5156,7396,0,True
5186,7426,0,True
5216,7456,0,True
5246,7486,0,True
5277,7517,0,True
5307,7547,0,False
5337,7577,0,False
5368,3131,1,False
5398,2264,1,False
5428,2264,0,False
5459,2264,0,True
5489,7753,0,True
5519,3248,1,True
5550,8798,0,False
5580,3248,0,False
5610,8858,0,False
5640,8888,0,False
5671,8919,0,False
5701,2446,1,False
5731,3281,1,False
5762,9043,0,False
5792,9073,0,False
5822,2540,1,False
5853,8393,0,False
5883,3336,1,True
5913,9249,0,True
5943,9279,0,True
5974,9310,0,True
6004,3336,0,True
6034,9370,0,True
6065,9401,0,True
6095,2768,1,True
6125,8893,0,True
6156,8924,0,True
6186,3425,1,False
6216,9641,0,False
6246,9671,0,False
6277,9702,0,False
6307,9732,0,False
6337,9762,0,False
6368,9793,0,False
6398,3461,1,False
6428,9889,0,False
6459,3006,1,True
6489,9495,0,True
6519,9525,0,True
6550,9556,0,True
6580,9586,0,False
6610,9616,0,False
6640,9646,0,False
6671,3075,1,False
6701,9776,0,False
6731,9806,0,True
6762,9837,0,True
6792,9867,0,True
6822,3092,1,True
6853,9945,0,True
6883,9975,0,True
6913,10005,0,True
6943,10035,0,True
6974,10066,0,True
7004,10096,0,False
7034,3842,1,False
7065,10907,0,False
7095,10937,0,False
7125,10967,0,False
7156,10998,0,False
7186,11028,0,False
7216,11058,0,False
7246,11088,0,False
7277,11119,0,False
7307,11149,0,False
7337,11179,0,False
7368,11210,0,False
7398,11240,0,False
7428,11270,0,True
7459,3951,1,True
7489,11440,0,True
7519,11470,0,False
7550,3593,1,False
7580,11173,0,False
7610,11203,0,False
7640,4040,1,False
7671,11711,0,False
7701,3642,0,False
7731,11373,0,False
7762,11404,0,False
7792,11434,0,False
7822,11464,0,False
7853,11495,0,False
7883,11525,0,False
7913,11555,0,False
7943,11585,0,False
7974,11616,0,False
8004,11646,0,False
8034,11676,0,False
8065,11707,0,False
8095,11737,0,False
8125,11767,0,False
8156,11798,0,True
8186,11828,0,True
8216,11858,0,True
8246,3717,1,False
8277,11994,0,False
8307,3737,1,False
8337,4607,1,True
8368,3763,1,True
8398,12161,0,True
8428,12191,0,True
8459,3787,1,True
8489,12276,0,False
8519,12306,0,False
8549,3837,1,False
8580,12417,0,False
8610,12447,0,False
8640,3873,1,False
8671,12544,0,False
8701,4834,1,False
8731,13565,0,False
8762,13596,0,False
8792,3965,1,False
8822,4866,1,False
8853,13719,0,False
8883,13749,0,True
8913,13779,0,True
8943,4033,1,True
8974,4949,1,False
9004,13953,0,False
9034,13983,0,False
9065,4107,1,True
9095,13202,0,True
9156,13263,0,True
9186,13293,0,False
9246,13353,0,True
9277,13384,0,True
9337,13444,0,True
9368,13475,0,True
9398,13505,0,True
9428,13535,0,True
9459,13566,0,True
9489,4424,1,True
9519,13943,0,True
9550,4424,0,True
9610,14034,0,True
9671,14095,0,True
9701,14125,0,True
9731,5311,1,True
9762,15073,0,True
9792,15103,0,False
9822,15133,0,True
9883,15194,0,True
9913,15224,0,True
9943,15254,0,True
9974,5414,1,False
10004,15418,0,False
10034,15448,0,False
10065,15479,0,True
10095,15509,0,True
10125,15539,0,True
10156,15570,0,True
10186,15600,0,True
10216,15630,0,True
10246,15660,0,True
10277,15691,0,True
10307,15721,0,False
10337,15751,0,False
10368,5547,1,False
10398,15945,0,False
10428,15975,0,False
10459,16006,0,False
10489,16036,0,False
10519,5547,0,False
10550,16097,0,False
10580,16127,0,False
10610,16157,0,False
10640,16187,0,True
10671,16218,0,True
10701,16248,0,False
10731,16278,0,False
10762,16309,0,False
10792,16339,0,False
10822,5280,1,True
10853,16133,0,True
10883,16163,0,True
10913,16193,0,True
10943,5669,1,True
10974,16643,0,True
11004,16673,0,False
11034,16703,0,True
11065,16734,0,False
11095,5669,0,False
11125,5669,0,True
11156,16825,0,False
11186,16855,0,False
11216,16885,0,False
11246,16915,0,False
11277,16946,0,False
11307,16976,0,False
11337,17006,0,False
11368,17037,0,False
11398,17067,0,True
11428,5753,1,True
11459,17212,0,False
11489,17242,0,False
11519,5760,1,False
11550,17310,0,False
11580,17340,0,True
11610,5760,0,True
11640,17400,0,True
11671,17431,0,True
11701,17461,0,True
11731,17491,0,True
11762,5997,1,True
11792,17789,0,True
11822,17819,0,True
11853,17850,0,True
11883,17880,0,True
11913,6069,1,True
11943,18012,0,True
11974,18043,0,True
12004,18073,0,True
12034,18103,0,False
12065,18134,0,False
12095,18164,0,False
12125,18194,0,False
12156,18225,0,False
12186,18255,0,False
12216,18285,0,False
12246,18315,0,False
12277,18346,0,False
12307,18376,0,False
12337,18406,0,False
12368,18437,0,False
12398,18467,0,False
12428,18497,0,False
12459,18528,0,False
12489,18558,0,False
12519,18588,0,True
12550,18619,0,True
12580,18649,0,True
12610,6530,1,True
12640,6118,1,True
12671,18789,0,True
12701,6590,1,True
12731,19321,0,True
12762,19352,0,False
12792,19382,0,False
12822,19412,0,False
12853,19443,0,False
12883,19473,0,False
12913,6323,1,False
12943,19266,0,True
12974,6645,1,False
13004,6645,0,True
13034,19679,0,True
13065,19710,0,False
13095,19740,0,False
13125,19770,0,False
13156,19801,0,False
13186,19831,0,False
13216,19861,0,False
13246,19891,0,False
13277,19922,0,False
13307,19952,0,False
13337,19982,0,True
13368,6718,1,True
13398,20116,0,False
13428,20146,0,False
13459,20177,0,True
13489,20207,0,False
13519,20237,0,True
13550,20268,0,True
13580,20298,0,True
13610,20328,0,True
13640,20358,0,True
13671,20389,0,True
13701,20419,0,True
13731,20449,0,True
13762,6867,1,True
13792,20659,0,True
13822,20689,0,False
13853,20720,0,True
13883,20750,0,False
13913,20780,0,False
13943,20810,0,False
13974,6878,1,False
14004,20882,0,False
14034,20912,0,False
14065,20943,0,False
14095,20973,0,False
14125,21003,0,False
14156,21034,0,False
14186,21064,0,False
14216,21094,0,False
14246,21124,0,False
14277,21155,0,False
14307,21185,0,False
14337,21215,0,False
14368,21246,0,True
14398,21276,0,False
14428,21306,0,False
14459,21337,0,True
14489,7605,1,True
14519,22124,0,True
14550,22155,0,True
14580,6983,1,True
14610,21593,0,True
14640,21623,0,True
14671,21654,0,True
14701,21684,0,True
14731,21714,0,True
14762,7776,1,True
14792,22568,0,False
14822,22598,0,False
14853,22629,0,False
14883,7792,1,False
14913,22705,0,True
14943,22735,0,False
14974,22766,0,False
15004,7204,1,False
15034,22238,0,False
15065,22269,0,False
15095,22299,0,False
15125,7922,1,False
15156,23078,0,False
15186,23108,0,False
15216,23138,0,True
15246,23168,0,True
15277,23199,0,True
15307,23229,0,False
15337,23259,0,False
15368,7449,1,True
15398,22847,0,True
15428,22877,0,True
15459,22908,0,True
15489,22938,0,True
15519,22968,0,True
15550,22999,0,True
15580,23029,0,True
15610,23059,0,True
15640,8192,1,True
15671,23863,0,False
15701,23893,0,True
15731,23923,0,False
15762,23954,0,True
15792,23984,0,True
15822,24014,0,True
15853,24045,0,True
15883,24075,0,True
15913,7721,1,True
15943,23664,0,True
15974,23695,0,True
16004,23725,0,True
16034,23755,0,True
16065,23786,0,True
16095,23816,0,True
16125,23846,0,True
16156,23877,0,True
16186,7822,1,True
16216,24038,0,True
16246,24068,0,True
16277,24099,0,True
16307,8481,1,True
16337,24818,0,True
16368,24849,0,True
16398,24879,0,True
16428,24909,0,True
16459,24940,0,True
16489,24970,0,True
16519,25000,0,True
16550,25031,0,True
16580,25061,0,True
16610,25091,0,True
16640,25121,0,True
16671,25152,0,False
16701,25182,0,False
16731,25212,0,True
16762,25243,0,True
16792,25273,0,True
16822,25303,0,True
16853,25334,0,True
16883,25364,0,True
16913,25394,0,True
16943,25424,0,True
16974,25455,0,True
17004,25485,0,True
17034,25515,0,True
17065,25546,0,True
17095,25576,0,True
17125,25606,0,True
17156,25637,0,True
17186,25667,0,True
17216,25697,0,True
17246,25727,0,True
17277,25758,0,True
17307,25788,0,True
17337,8539,1,True
17368,25907,0,True
17398,25937,0,False
17428,8880,1,True
17459,26339,0,True
17489,8617,1,True
17519,26136,0,False
17550,26167,0,False
17580,26197,0,False
17610,26227,0,False
17640,26257,0,True
17671,26288,0,False
17701,26318,0,False
17731,26348,0,False
17762,8798,1,False
17792,26590,0,True
17822,9032,1,True
17853,26885,0,True
17883,8854,1,True
17913,26767,0,True
17943,26797,0,True
17974,26828,0,True
