Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules
blinking,2,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13131.0,1460.0,898.0,562.0,0.0,61.50684931506849,38.49315068493151,0.0,0.045260862583748486,0.46104405242566193,0.48183975725301326,96.80535032778863,98.73850428185398,1409.6346030194102,1382.145596999351,27.48900602005915,0.9655031527530207,0.9466750664379117,0.018828086315109006,42.91437989302873,0.02939341088563612,3.0443619787075997,0.07880910683012259,45.0,0.04049493813273341,36.0,0.9595050618672666,853.0,0.9211908931698775,526.0,0.5555555555555556,0.07880910683012259,0.13803680981595093,0.08167773750766955,0.5889574661310943,0.4615607155792656,0.6150684931506849,0.5767543244532958,0.4232456755467043,0.38493150684931504,0.5939217640559689,0.6150684931506849,0.5120060924302178,0.08167773750766955,0.5889574661310943,0.5950276483414291,0.44512069767693496,0.6150684931506849,0.077,0.001,0.078125,0.0,78.125,0.0,10824.0,802256.0,90325.0,100.0,100.0,?,43.0
blinking,2,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,895.0,564.0,0.0,61.343385880740236,38.656614119259764,0.0,0.043910079147824625,0.461523935677189,0.48317991229865553,96.89553828579463,99.00097781109864,1408.9192174479515,1386.440267702343,22.47894974560859,0.965674583583243,0.9502674898576716,0.015407093725571343,38.97847012945776,0.02671588082896351,2.766551101493348,0.08231173380035026,47.0,0.04504504504504504,40.0,0.954954954954955,848.0,0.9176882661996497,524.0,0.5402298850574713,0.08231173380035026,0.14285714285714282,0.07680838989603737,0.5801768274404001,0.4494464190978092,0.6134338588074023,0.576167170052097,0.42383282994790294,0.3865661411925977,0.5876097164641321,0.6134338588074023,0.512655482471152,0.07680838989603737,0.5801768274404001,0.5903845421010232,0.44664981036662454,0.6134338588074023,0.077,0.001,0.078125,0.0,78.125,0.0,11145.0,802317.0,90264.0,100.0,100.0,?,46.0
blinking,2,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,892.0,567.0,0.0,61.13776559287183,38.86223440712817,0.0,0.04059133456189778,0.4603368182229065,0.4803413426977322,96.6463066081951,98.41937009330391,1408.9192174479515,1375.1151163950583,33.8041010528932,0.965674583583243,0.9425052202844814,0.023169363298761618,46.65417662575307,0.03197681742683555,3.311345040084001,0.0840630472854641,48.0,0.04954954954954955,44.0,0.9504504504504504,844.0,0.9159369527145359,523.0,0.5217391304347826,0.0840630472854641,0.14479638009049775,0.06930033607028477,0.6033097458228807,0.4651865695398867,0.6113776559287183,0.5768641581928037,0.4231358418071962,0.3886223440712817,0.5799681067614944,0.6113776559287183,0.5122679303737261,0.06930033607028477,0.6033097458228807,0.6033445075747125,0.44667756920267676,0.6113776559287183,0.073,0.001,0.0625,0.0,62.5,0.0,11145.0,802317.0,90264.0,100.0,100.0,?,46.0
blinking,2,4,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,917.0,542.0,0.0,62.85126799177519,37.14873200822481,0.0,0.07780776165075591,0.4573898648803415,0.47702368502605014,96.02760276998143,97.73959979412807,1408.9192174479515,1360.7827375011611,48.13647994679036,0.965674583583243,0.9326817940378075,0.032992789545435476,59.87606230753066,0.0410391105603363,4.249786756119864,0.09281961471103327,53.0,0.02702702702702703,24.0,0.972972972972973,864.0,0.9071803852889667,518.0,0.6883116883116883,0.09281961471103327,0.16358024691358025,0.143615766627056,0.6161477808807055,0.49092742900009023,0.6285126799177518,0.5627200922337456,0.43727990776625436,0.3714873200822481,0.6498880128747739,0.6285126799177518,0.5273335513256546,0.143615766627056,0.6161477808807055,0.6156335690245046,0.46240686354489585,0.6285126799177518,0.103,0.001,0.109375,0.0,109.375,0.0,8656.0,802317.0,90264.0,100.0,100.0,?,21.0
blinking,2,5,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,892.0,567.0,0.0,61.13776559287183,38.86223440712817,0.0,0.05722823256434122,0.46206446004104224,0.483216941454271,97.00901972227808,99.00856488688581,1408.9192174479515,1388.3352232256386,20.583994222312867,0.965674583583243,0.9515662941916646,0.014108289391578387,43.20504982860422,0.029612782610420985,3.0665384710177896,0.12609457092819615,72.0,0.07657657657657657,68.0,0.9234234234234234,820.0,0.8739054290718039,499.0,0.5142857142857142,0.12609457092819615,0.20253164556962025,0.08205426645624199,0.5866259210173396,0.45964115139378403,0.6113776559287183,0.5618596615770988,0.43814033842290123,0.3886223440712817,0.5796516310249011,0.6113776559287183,0.5315350503715043,0.08205426645624199,0.5866259210173396,0.5872826765746187,0.4728109066090058,0.6113776559287183,0.097,0.001,0.109375,0.0,109.375,0.0,8716.0,802317.0,90264.0,100.0,100.0,?,20.0
blinking,2,6,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,898.0,561.0,0.0,61.549006168608635,38.450993831391365,0.0,0.04969017655930525,0.4568340916798277,0.47952654273516815,95.93767052845658,98.28325053754966,1408.2799838522324,1370.8797840230466,37.400199829185794,0.9652364522633532,0.9396023194126433,0.025634132850709933,58.90192604031217,0.04037143662804124,4.182543721113672,0.08947368421052632,51.0,0.047244094488188976,42.0,0.952755905511811,847.0,0.9105263157894737,519.0,0.5483870967741935,0.08947368421052632,0.15384615384615383,0.0843409224144715,0.607383616521619,0.474447525425871,0.6154900616860863,0.5732604719637491,0.4267395280362509,0.3845099383139136,0.5920580600294444,0.6154900616860863,0.517838556568726,0.0843409224144715,0.607383616521619,0.6115993271996029,0.45253283302063785,0.6154900616860863,0.057,0.001,0.0625,0.0,62.5,0.0,11145.0,802317.0,90264.0,100.0,100.0,?,46.0
blinking,2,7,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,913.0,546.0,0.0,62.57710760795065,37.42289239204935,0.0,0.07407071622846793,0.45866771389799116,0.4778804737571632,96.32274127392782,97.94587398933074,1408.2799838522324,1365.2162562250576,43.063727627174785,0.9652364522633532,0.9357205320253993,0.029515920237953932,56.352449066234605,0.03862402266362893,4.0015089124598076,0.1,57.0,0.03712035995500562,33.0,0.9628796400449944,856.0,0.9,513.0,0.6333333333333333,0.1,0.17272727272727276,0.1275191403841088,0.6119136423736506,0.49257452280764497,0.6257710760795065,0.5628914360345121,0.43710856396548786,0.3742289239204935,0.6284225614570352,0.6257710760795065,0.5294641559691999,0.1275191403841088,0.6119136423736506,0.6116763448115633,0.46546018197922534,0.6257710760795065,0.074,0.001,0.078125,0.0,78.125,0.0,9818.0,802317.0,90264.0,100.0,100.0,?,33.0
blinking,2,8,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,889.0,570.0,0.0,60.932145305003424,39.067854694996576,0.0,0.0,0.4761845216495902,0.4879026314797755,100.00136719390625,100.00000478417672,1408.2799838522324,1408.2800845187753,-1.00666542948602E-4,0.9652364522633532,0.9652365212602984,-6.8996945132695E-8,-0.035041665836341274,-2.4017591388856252E-5,-0.002488259880005375,0.0,0.0,0.0,0.0,1.0,889.0,1.0,570.0,NaN,0.0,NaN,NaN,0.5,0.39067854694996573,0.6093214530500343,0.6093214530500343,0.39067854694996573,0.39067854694996573,NaN,0.6093214530500343,NaN,NaN,0.5,0.5239023601939418,NaN,0.6093214530500343,0.079,0.001,0.078125,0.0,78.125,0.0,6654.0,802317.0,90264.0,100.0,100.0,?,1.0
blinking,2,9,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,907.0,552.0,0.0,62.165867032213846,37.834132967786154,0.0,0.06458933910041831,0.4566851404843604,0.4767246850248077,95.90638995860459,97.70898475916917,1408.2799838522324,1360.8928823616718,47.38710149056055,0.9652364522633532,0.9327572874308923,0.032479164832460966,62.24221465591733,0.04266087365038885,4.419732962877094,0.09649122807017543,55.0,0.04161979752530934,37.0,0.9583802024746907,852.0,0.9035087719298246,515.0,0.5978260869565217,0.09649122807017543,0.1661631419939577,0.11014287796404895,0.6253349910208592,0.4885485069268254,0.6216586703221384,0.5667872397772723,0.4332127602227277,0.37834132967786155,0.6133251115446953,0.6216586703221384,0.5251485362171426,0.11014287796404895,0.6253349910208592,0.6180288131116696,0.4607411454650639,0.6216586703221384,0.063,0.002,0.0625,0.0,62.5,0.0,9822.0,802317.0,90264.0,99.93145990404386,99.8971898560658,?,33.0
blinking,2,10,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,890.0,569.0,0.0,61.00068540095956,38.99931459904044,0.0,0.006707530836574983,0.4652659096900651,0.48280563838746465,97.70839866139329,98.95533049728036,1408.2799838522324,1385.0546118115133,23.225372040719094,0.9652364522633532,0.9493177599804752,0.015918692282878063,25.894245046027187,0.017747940401663595,1.838714271518341,0.012280701754385965,7.0,0.006749156355455568,6.0,0.9932508436445444,883.0,0.987719298245614,563.0,0.5384615384615384,0.012280701754385965,0.024013722126929673,0.02871963835157977,0.5821620981587828,0.44392933222543357,0.6100068540095956,0.6044753086106652,0.3955246913893347,0.3899931459904044,0.5824475588780135,0.6100068540095956,0.47022176858833437,0.02871963835157977,0.5821620981587828,0.5870201660767399,0.39016531930757614,0.6100068540095956,0.081,0.0,0.0625,0.0,62.5,0.0,10002.0,802317.0,90264.0,100.0,100.0,?,35.0
blinking,3,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13131.0,1460.0,880.0,580.0,0.0,60.273972602739725,39.726027397260275,0.0,0.01248965026646913,0.46521415852957937,0.485467380060547,97.68094687907848,99.48187600393082,1409.6346030194034,1398.7656448729663,10.86895814643708,0.965503152753016,0.9580586608718947,0.007444491881121288,29.40401256800418,0.020139734635619303,2.085931524738503,0.05779334500875657,33.0,0.047244094488188976,42.0,0.952755905511811,847.0,0.9422066549912435,538.0,0.44,0.05779334500875657,0.10216718266253871,0.023320347743853276,0.5796542288606218,0.442294755400166,0.6027397260273972,0.5921904755068297,0.4078095244931703,0.3972602739726027,0.5444589288363583,0.6027397260273972,0.49355591709645197,0.023320347743853276,0.5796542288606218,0.5816920664777915,0.4235550073383055,0.6027397260273972,0.081,0.001,0.078125,0.0,78.125,0.0,9497.0,802256.0,90325.0,100.0,100.0,?,30.0
blinking,3,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,896.0,563.0,0.0,61.41192597669637,38.58807402330363,0.0,0.06159484447633073,0.46129052635188955,0.4824478890580231,96.87354630718374,98.88200657495005,1408.2799838522178,1384.9013355935708,23.37864825864699,0.9652364522633432,0.9492127043136195,0.016023747949723777,44.390861801320696,0.03042553927438019,3.1521332625841674,0.12631578947368421,72.0,0.07311586051743532,65.0,0.9268841394825647,824.0,0.8736842105263158,498.0,0.5255474452554745,0.12631578947368421,0.2036775106082037,0.08898634099512485,0.5926025694156651,0.45552381613555826,0.6141192597669637,0.5609193308107148,0.4390806691892853,0.3858807402330363,0.5851089755888436,0.6141192597669637,0.5337387634369125,0.08898634099512485,0.5926025694156651,0.5912392351483289,0.47452079962793714,0.6141192597669637,0.076,0.001,0.078125,0.0,78.125,0.0,10260.0,802317.0,90264.0,100.0,100.0,?,37.0
blinking,3,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,897.0,562.0,0.0,61.480466072652504,38.519533927347496,0.0,0.049755937011816236,0.4649543835809698,0.48477026036948134,97.6429764659845,99.35799733063034,1408.2799838522178,1394.9534785893252,13.326505262892624,0.9652364522633432,0.9561024527685573,0.009133999494785897,29.784195589342097,0.020414116236697803,2.114934241120876,0.09298245614035087,53.0,0.05061867266591676,45.0,0.9493813273340832,844.0,0.9070175438596492,517.0,0.5408163265306123,0.09298245614035087,0.15868263473053892,0.08257354835475543,0.5751534347680224,0.45665467313171654,0.6148046607265251,0.572440877252091,0.4275591227479091,0.385195339273475,0.58914522373867,0.6148046607265251,0.5191203957175892,0.08257354835475543,0.5751534347680224,0.5817499121638694,0.45445242847638057,0.6148046607265251,0.066,0.001,0.0625,0.0,62.5,0.0,9489.0,802317.0,90264.0,100.0,100.0,?,30.0
blinking,3,4,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,2.0220710132799998E7,13132.0,1459.0,900.0,559.0,0.0,61.6860863605209,38.3139136394791,0.0,0.04955792226377364,0.4566146833999026,0.4781221851343927,95.89159358355705,97.9954148963071,1408.2799838522178,1362.6835241391905,45.59645971302734,0.9652364522633432,0.9339845950234342,0.03125185723990908,57.13908799361658,0.03916318573928484,4.057367046950278,0.0824561403508772,47.0,0.04049493813273341,36.0,0.9595050618672666,853.0,0.9175438596491228,523.0,0.5662650602409639,0.0824561403508772,0.14395099540581932,0.08838691335133064,0.6077990251218598,0.4689645805921322,0.6168608636052091,0.5748996613870653,0.4251003386129348,0.38313913639479097,0.5989537733156833,0.6168608636052091,0.5151800221866206,0.08838691335133064,0.6077990251218598,0.6142621772368155,0.4485759392040134,0.6168608636052091,0.081,0.001,0.078125,0.0,78.125,0.0,11225.0,802317.0,90264.0,100.0,100.0,?,47.0
